Id,inv_no,Date,Amount,method
PMT61505,INV-52216,2025-03-29,122.99,CARD
PMT61506,INV-52217,2025-06-16,838.37,BACS
PMT61507,INV-52219,2025-07-05,339.63,BACS
PMT61508,INV-52220,2025-04-03,1457.15,CARD
PMT61509,INV-52221,2025-01-29,661.64,CARD
PMT61510,INV-52222,2025-06-09,717.46,DD
PMT61511,INV-52225,2025-12-18,804.41,BACS
PMT61512,INV-52227,2025-07-17,725.56,CHEQUE
PMT61513,INV-52229,2025-05-02,231.45,CHEQUE
PMT61514,INV-52230,2025-09-03,1242.49,BACS
PMT61515,INV-52232,2026-04-06,597.33,CHEQUE
PMT61516,INV-52233,2026-01-11,982.76,DD
PMT61517,INV-52234,2025-11-03,467.02,CARD
PMT61518,INV-52235,2025-05-27,321.36,BACS
PMT61519,INV-52238,2025-11-05,855.68,DD
PMT61520,INV-52239,2025-08-20,1496.58,BACS
PMT61521,INV-52240,2025-08-30,233.75,CHEQUE
PMT61522,INV-52242,2025-05-17,924.54,CHEQUE
PMT61523,INV-52243,2026-02-10,393.23,BACS
PMT61524,INV-52244,2025-02-07,1292.32,CARD
PMT61525,INV-52245,2025-06-17,503.16,CHEQUE
PMT61526,INV-52246,2025-03-14,1399.34,DD
PMT61527,INV-52247,2025-11-09,51.99,CARD
PMT61528,INV-52248,2025-06-16,505.24,CARD
PMT61529,INV-52249,2026-03-24,1343.76,BACS
PMT61530,INV-52251,2025-12-20,458.56,DD
PMT61531,INV-52252,2025-05-13,596.08,DD
PMT61532,INV-52253,2025-04-06,1396.12,BACS
PMT61533,INV-52254,2025-10-04,334.90,BACS
PMT61534,INV-52255,2025-06-03,101.62,BACS
PMT61535,INV-52256,2026-05-10,836.17,DD
PMT61536,INV-52257,2025-06-25,183.67,CHEQUE
PMT61537,INV-52258,2025-10-23,1132.81,DD
PMT61538,INV-52259,2026-02-05,394.69,BACS
PMT61539,INV-52260,2025-02-15,930.39,BACS
PMT61540,INV-52262,2026-02-04,1395.64,CARD
PMT61541,INV-52263,2026-03-13,1016.41,DD
PMT61542,INV-52264,2025-02-21,204.67,BACS
PMT61543,INV-52265,2025-03-04,208.09,DD
PMT61544,INV-52266,2025-01-22,214.78,CARD
PMT61545,INV-52267,2025-10-21,547.16,CARD
PMT61546,INV-52269,2025-11-04,1296.92,CHEQUE
PMT61547,INV-52270,2025-05-14,243.52,DD
PMT61548,INV-52271,2025-08-25,350.34,BACS
PMT61549,INV-52272,2025-07-07,1378.80,BACS
PMT61550,INV-52273,2026-01-09,1104.72,BACS
PMT61551,INV-52275,2026-04-10,172.11,CHEQUE
PMT61552,INV-52276,2025-06-16,1105.29,BACS
PMT61553,INV-52277,2025-03-04,1224.59,CHEQUE
PMT61554,INV-52278,2025-03-05,1096.80,DD
PMT61555,INV-52279,2025-10-11,490.92,BACS
PMT61556,INV-52281,2026-04-20,807.82,CHEQUE
PMT61557,INV-52283,2025-10-30,352.08,CARD
PMT61558,INV-52284,2025-02-09,1469.55,DD
PMT61559,INV-52286,2025-07-26,42.35,BACS
PMT61560,INV-52289,2026-04-29,478.16,CHEQUE
PMT61561,INV-52290,2026-04-28,1293.42,BACS
PMT61562,INV-52292,2025-11-23,422.11,CHEQUE
PMT61563,INV-52293,2025-10-22,868.33,DD
PMT61564,INV-52294,2025-08-16,31.31,CHEQUE
PMT61565,INV-52295,2025-02-13,441.09,CARD
PMT61566,INV-52300,2025-07-15,803.47,CHEQUE
PMT61567,INV-52302,2025-03-15,190.16,CARD
PMT61568,INV-52303,2025-02-25,1174.65,BACS
PMT61569,INV-52304,2025-01-17,1401.54,BACS
PMT61570,INV-52305,2026-02-12,562.97,DD
PMT61571,INV-52307,2026-03-20,245.59,BACS
PMT61572,INV-52308,2025-02-24,1112.81,BACS
PMT61573,INV-52309,2026-01-29,1042.92,CARD
PMT61574,INV-52313,2025-10-21,277.98,DD
PMT61575,INV-52314,2026-05-18,1050.69,CARD
PMT61576,INV-52315,2025-09-02,397.76,BACS
PMT61577,INV-52316,2025-09-11,487.34,CHEQUE
PMT61578,INV-52319,2025-09-27,1247.02,CARD
PMT61579,INV-52320,2026-03-22,31.37,BACS
PMT61580,INV-52321,2025-07-03,676.29,DD
PMT61581,INV-52323,2025-10-27,1220.35,DD
PMT61582,INV-52324,2025-03-03,413.48,DD
PMT61583,INV-52325,2025-07-22,938.61,CHEQUE
PMT61584,INV-52326,2026-02-25,594.54,CHEQUE
PMT61585,INV-52332,2025-06-07,1037.07,CHEQUE
PMT61586,INV-52334,2026-03-09,92.35,CARD
PMT61587,INV-52335,2026-03-19,294.41,CHEQUE
PMT61588,INV-52336,2025-04-10,681.55,BACS
PMT61589,INV-52339,2025-01-30,278.86,DD
PMT61590,INV-52340,2025-03-06,1476.20,CARD
PMT61591,INV-52341,2026-01-27,928.69,DD
PMT61592,INV-52342,2026-04-21,382.34,DD
PMT61593,INV-52343,2025-11-07,426.66,CARD
PMT61594,INV-52344,2026-02-06,1320.07,CARD
PMT61595,INV-52346,2025-11-10,102.19,CHEQUE
PMT61596,INV-52350,2025-08-03,672.54,DD
PMT61597,INV-52351,2025-01-09,1487.76,CHEQUE
PMT61598,INV-52352,2025-08-17,1008.00,CARD
PMT61599,INV-52353,2025-02-28,1371.36,DD
PMT61600,INV-52354,2026-04-28,1014.87,CARD
PMT61601,INV-52355,2026-04-15,579.95,DD
PMT61602,INV-52359,2026-01-28,1498.81,DD
PMT61603,INV-52360,2026-01-01,1431.94,CARD
PMT61604,INV-52363,2025-01-21,1210.37,CARD
PMT61605,INV-52364,2025-01-25,757.39,BACS
PMT61606,INV-52365,2025-11-20,63.00,BACS
PMT61607,INV-52366,2025-03-06,763.77,CHEQUE
PMT61608,INV-52368,2025-09-05,681.67,CARD
PMT61609,INV-52369,2025-12-31,520.55,CARD
PMT61610,INV-52370,2026-05-05,30.77,BACS
PMT61611,INV-52372,2025-12-08,622.86,CHEQUE
PMT61612,INV-52373,2026-01-31,1055.49,DD
PMT61613,INV-52374,2026-04-09,481.81,DD
PMT61614,INV-52376,2025-01-04,1290.50,DD
PMT61615,INV-52377,2025-07-10,269.25,BACS
PMT61616,INV-52378,2026-01-20,1387.56,DD
PMT61617,INV-52379,2025-11-12,145.09,DD
PMT61618,INV-52380,2026-05-10,583.21,CARD
PMT61619,INV-52381,2026-03-24,360.06,CHEQUE
PMT61620,INV-52382,2025-08-17,628.91,CARD
PMT61621,INV-52383,2025-07-16,96.05,BACS
PMT61622,INV-52384,2025-08-08,240.96,CHEQUE
PMT61623,INV-52385,2025-09-09,756.82,BACS
PMT61624,INV-52389,2026-05-28,304.41,BACS
PMT61625,INV-52390,2025-03-25,958.41,DD
PMT61626,INV-52391,2025-07-13,109.57,CARD
PMT61627,INV-52392,2025-08-05,340.90,CHEQUE
PMT61628,INV-52393,2025-08-11,1495.74,DD
PMT61629,INV-52394,2025-06-27,1242.01,BACS
PMT61630,INV-52395,2026-04-13,1479.23,CARD
PMT61631,INV-52396,2025-03-21,196.76,BACS
PMT61632,INV-52398,2025-01-09,126.51,BACS
PMT61633,INV-52399,2025-01-30,693.73,CHEQUE
PMT61634,INV-52402,2026-04-08,1347.51,DD
PMT61635,INV-52403,2025-03-06,1070.69,DD
PMT61636,INV-52404,2025-11-30,996.14,BACS
PMT61637,INV-52406,2025-10-05,943.17,CARD
PMT61638,INV-52407,2025-06-13,176.93,CARD
PMT61639,INV-52408,2026-02-08,632.56,CHEQUE
PMT61640,INV-52412,2025-02-07,125.38,DD
PMT61641,INV-52414,2026-05-05,893.24,CHEQUE
PMT61642,INV-52415,2025-09-02,822.15,DD
PMT61643,INV-52420,2026-04-22,1483.38,CARD
PMT61644,INV-52421,2025-12-23,1164.56,CHEQUE
PMT61645,INV-52422,2025-11-29,287.94,CHEQUE
PMT61646,INV-52424,2025-09-22,769.72,CARD
PMT61647,INV-52425,2026-05-18,1297.88,DD
PMT61648,INV-52426,2025-02-13,879.06,CHEQUE
PMT61649,INV-52431,2025-11-14,206.72,BACS
PMT61650,INV-52434,2025-11-02,843.96,CARD
PMT61651,INV-52436,2026-01-10,974.49,DD
PMT61652,INV-52437,2026-03-31,801.80,BACS
PMT61653,INV-52438,2025-11-01,1040.19,BACS
PMT61654,INV-52439,2026-05-21,58.95,BACS
PMT61655,INV-52440,2025-08-26,1245.59,CARD
PMT61656,INV-52441,2026-01-30,1383.69,CARD
PMT61657,INV-52442,2026-03-27,185.04,DD
PMT61658,INV-52443,2025-03-11,1175.75,CHEQUE
PMT61659,INV-52444,2025-04-21,496.08,BACS
PMT61660,INV-52445,2026-01-10,870.24,CARD
PMT61661,INV-52449,2025-02-19,296.65,CHEQUE
PMT61662,INV-52450,2026-05-17,567.67,DD
PMT61663,INV-52452,2026-05-27,673.42,CHEQUE
PMT61664,INV-52453,2025-05-14,654.46,DD
PMT61665,INV-52454,2025-11-29,384.99,DD
PMT61666,INV-52455,2025-06-19,948.61,CHEQUE
PMT61667,INV-52457,2025-03-03,890.88,CHEQUE
PMT61668,INV-52458,2025-01-18,1001.88,CARD
PMT61669,INV-52459,2025-12-24,436.25,DD
PMT61670,INV-52462,2025-09-14,1470.62,CARD
PMT61671,INV-52465,2025-12-20,1142.66,BACS
PMT61672,INV-52469,2026-05-17,807.20,BACS
PMT61673,INV-52475,2026-02-06,718.59,CHEQUE
PMT61674,INV-52477,2026-05-23,932.35,BACS
PMT61675,INV-52478,2025-01-30,1451.92,DD
PMT61676,INV-52481,2025-03-18,1286.90,CHEQUE
PMT61677,INV-52482,2025-03-09,894.75,DD
PMT61678,INV-52483,2026-01-03,166.64,CARD
PMT61679,INV-52485,2025-12-24,785.84,BACS
PMT61680,INV-52488,2026-02-20,1261.64,BACS
PMT61681,INV-52489,2025-03-26,118.77,CHEQUE
PMT61682,INV-52490,2026-04-11,161.87,DD
PMT61683,INV-52491,2025-08-31,199.32,CHEQUE
PMT61684,INV-52492,2025-01-31,1424.74,DD
PMT61685,INV-52496,2025-03-15,429.01,DD
PMT61686,INV-52497,2025-10-24,835.49,DD
PMT61687,INV-52499,2025-10-08,753.23,CARD
PMT61688,INV-52503,2026-04-01,1337.13,CARD
PMT61689,INV-52504,2025-12-29,238.21,CARD
PMT61690,INV-52506,2025-01-22,200.38,DD
PMT61691,INV-52508,2025-12-23,618.60,CARD
PMT61692,INV-52510,2025-04-19,113.47,CARD
PMT61693,INV-52511,2025-09-30,1332.11,CHEQUE
PMT61694,INV-52513,2026-05-06,964.17,BACS
PMT61695,INV-52514,2025-06-13,1409.72,DD
PMT61696,INV-52515,2026-01-04,578.22,CARD
PMT61697,INV-52516,2025-04-10,1242.06,BACS
PMT61698,INV-52517,2026-01-12,483.55,CARD
PMT61699,INV-52518,2026-04-29,1040.67,BACS
PMT61700,INV-52520,2025-10-24,1115.74,BACS
PMT61701,INV-52522,2025-01-05,296.19,DD
PMT61702,INV-52523,2025-10-27,615.15,CHEQUE
PMT61703,INV-52524,2025-11-30,876.94,DD
PMT61704,INV-52525,2026-05-24,496.79,CHEQUE
PMT61705,INV-52526,2025-09-17,333.03,BACS
PMT61706,INV-52527,2025-01-30,897.08,CARD
PMT61707,INV-52528,2025-02-05,589.62,CHEQUE
PMT61708,INV-52532,2025-06-11,349.33,BACS
PMT61709,INV-52533,2025-06-08,148.64,BACS
PMT61710,INV-52534,2025-11-11,802.42,BACS
PMT61711,INV-52535,2026-05-20,677.80,CARD
PMT61712,INV-52539,2025-10-12,1419.48,CHEQUE
PMT61713,INV-52542,2025-10-25,748.78,CARD
PMT61714,INV-52545,2025-10-08,1332.67,DD
PMT61715,INV-52548,2025-06-03,1338.07,DD
PMT61716,INV-52549,2025-03-10,1466.87,CHEQUE
PMT61717,INV-52550,2026-03-23,1445.75,CARD
PMT61718,INV-52551,2025-03-16,598.54,BACS
PMT61719,INV-52552,2025-09-15,1354.53,DD
PMT61720,INV-52554,2025-02-27,927.83,BACS
PMT61721,INV-52557,2025-04-26,229.47,CARD
PMT61722,INV-52558,2026-02-25,1259.83,CHEQUE
PMT61723,INV-52559,2025-05-14,314.22,BACS
PMT61724,INV-52561,2025-08-12,1151.56,CHEQUE
PMT61725,INV-52563,2025-09-16,995.50,DD
PMT61726,INV-52564,2025-06-26,77.52,BACS
PMT61727,INV-52565,2026-04-29,253.14,CHEQUE
PMT61728,INV-52566,2025-05-29,1430.42,CHEQUE
PMT61729,INV-52570,2025-04-14,54.58,CARD
PMT61730,INV-52572,2025-01-30,859.65,CARD
PMT61731,INV-52575,2025-07-07,733.27,CHEQUE
PMT61732,INV-52578,2025-01-23,389.26,CARD
PMT61733,INV-52579,2025-02-22,833.02,CHEQUE
PMT61734,INV-52580,2025-02-26,1046.56,BACS
PMT61735,INV-52582,2025-02-01,1097.95,CARD
PMT61736,INV-52584,2025-06-23,485.07,DD
PMT61737,INV-52585,2026-03-26,465.78,CARD
PMT61738,INV-52588,2025-12-01,815.76,CARD
PMT61739,INV-52589,2025-03-31,520.64,DD
PMT61740,INV-52590,2025-12-03,796.80,BACS
PMT61741,INV-52595,2025-07-08,816.32,BACS
PMT61742,INV-52596,2025-03-23,211.30,BACS
PMT61743,INV-52597,2025-12-05,979.69,CHEQUE
PMT61744,INV-52598,2025-10-08,729.42,BACS
PMT61745,INV-52600,2025-01-28,1473.48,CARD
PMT61746,INV-52601,2025-03-05,268.38,CARD
PMT61747,INV-52602,2025-05-12,125.58,CARD
PMT61748,INV-52603,2025-07-31,1034.18,CHEQUE
PMT61749,INV-52604,2025-11-03,434.88,CHEQUE
PMT61750,INV-52605,2025-06-17,1200.06,CHEQUE
PMT61751,INV-52610,2025-08-17,1472.35,CHEQUE
PMT61752,INV-52611,2026-02-24,743.30,DD
PMT61753,INV-52614,2025-10-31,740.64,BACS
PMT61754,INV-52616,2025-03-15,476.02,BACS
PMT61755,INV-52619,2025-12-15,29.92,BACS
PMT61756,INV-52622,2025-01-18,1138.00,BACS
PMT61757,INV-52623,2026-01-02,550.31,CHEQUE
PMT61758,INV-52624,2025-03-24,1240.03,BACS
PMT61759,INV-52625,2025-03-14,1014.75,CARD
PMT61760,INV-52626,2026-05-17,480.62,BACS
PMT61761,INV-52627,2025-02-23,598.34,CARD
PMT61762,INV-52628,2025-11-01,1494.01,CARD
PMT61763,INV-52629,2025-02-19,393.36,CARD
PMT61764,INV-52630,2025-10-27,993.69,BACS
PMT61765,INV-52631,2025-10-18,1227.14,DD
PMT61766,INV-52632,2026-01-06,632.25,CHEQUE
PMT61767,INV-52634,2026-01-30,778.80,CARD
PMT61768,INV-52635,2025-04-21,757.93,BACS
PMT61769,INV-52636,2026-02-12,284.91,CHEQUE
PMT61770,INV-52638,2025-08-06,613.93,CARD
PMT61771,INV-52640,2025-12-21,599.40,CHEQUE
PMT61772,INV-52641,2025-10-18,713.26,DD
PMT61773,INV-52644,2025-01-01,303.87,BACS
PMT61774,INV-52645,2026-04-26,1391.98,CHEQUE
PMT61775,INV-52646,2025-11-14,617.97,CARD
PMT61776,INV-52649,2025-12-31,1045.71,DD
PMT61777,INV-52650,2026-02-08,863.93,CHEQUE
PMT61778,INV-52651,2026-02-21,44.32,BACS
PMT61779,INV-52652,2026-03-14,410.57,CHEQUE
PMT61780,INV-52653,2025-10-29,507.27,DD
PMT61781,INV-52655,2025-03-26,828.84,CHEQUE
PMT61782,INV-52656,2026-04-01,972.71,BACS
PMT61783,INV-52658,2025-07-17,846.57,BACS
PMT61784,INV-52659,2026-05-31,777.03,CHEQUE
PMT61785,INV-52661,2025-09-08,967.16,CARD
PMT61786,INV-52662,2025-10-14,396.49,CHEQUE
PMT61787,INV-52664,2025-11-09,763.06,CHEQUE
PMT61788,INV-52665,2025-01-05,20.68,BACS
PMT61789,INV-52666,2025-06-19,1243.31,CARD
PMT61790,INV-52667,2026-01-10,1139.40,BACS
PMT61791,INV-52668,2025-09-12,870.17,DD
PMT61792,INV-52669,2025-02-19,1101.17,BACS
PMT61793,INV-52670,2025-11-10,380.92,CARD
PMT61794,INV-52671,2025-02-20,924.90,BACS
PMT61795,INV-52672,2025-12-02,844.65,CHEQUE
PMT61796,INV-52673,2025-11-12,237.48,CARD
PMT61797,INV-52674,2025-10-23,1357.74,CHEQUE
PMT61798,INV-52676,2026-01-06,159.31,CHEQUE
PMT61799,INV-52677,2026-03-09,1125.78,CHEQUE
PMT61800,INV-52678,2026-02-19,1070.44,DD
PMT61801,INV-52681,2025-09-04,622.29,BACS
PMT61802,INV-52683,2026-02-11,382.07,BACS
PMT61803,INV-52684,2025-06-04,871.35,CARD
PMT61804,INV-52687,2025-03-05,434.24,BACS
PMT61805,INV-52689,2026-03-19,646.21,CHEQUE
PMT61806,INV-52690,2025-05-05,1330.46,DD
PMT61807,INV-52691,2026-04-11,1287.15,DD
PMT61808,INV-52692,2025-08-12,723.93,DD
PMT61809,INV-52694,2025-11-24,734.21,CHEQUE
PMT61810,INV-52695,2025-11-29,1391.94,CHEQUE
PMT61811,INV-52696,2026-05-26,110.26,CHEQUE
PMT61812,INV-52697,2025-12-23,1375.50,BACS
PMT61813,INV-52698,2025-02-03,255.31,DD
PMT61814,INV-52699,2025-05-13,708.85,CHEQUE
PMT61815,INV-52700,2026-03-14,1401.46,CHEQUE
PMT61816,INV-52701,2025-07-16,813.50,CHEQUE
PMT61817,INV-52702,2025-02-01,33.64,BACS
PMT61818,INV-52703,2025-01-29,1083.02,CHEQUE
PMT61819,INV-52707,2025-11-19,499.38,CARD
PMT61820,INV-52709,2025-09-04,858.17,CHEQUE
PMT61821,INV-52710,2025-11-25,606.39,CHEQUE
PMT61822,INV-52712,2025-06-12,920.59,DD
PMT61823,INV-52714,2026-05-01,1327.67,DD
PMT61824,INV-52715,2026-04-02,376.75,CHEQUE
PMT61825,INV-52716,2026-04-22,1189.46,CARD
PMT61826,INV-52718,2026-05-16,367.80,BACS
PMT61827,INV-52719,2025-05-25,1354.26,DD
PMT61828,INV-52720,2025-04-26,474.84,CARD
PMT61829,INV-52721,2025-04-21,433.83,CHEQUE
PMT61830,INV-52722,2025-01-22,1413.89,CARD
PMT61831,INV-52723,2026-03-18,808.06,CARD
PMT61832,INV-52725,2025-11-30,43.47,CARD
PMT61833,INV-52726,2025-03-15,469.79,CHEQUE
PMT61834,INV-52727,2025-12-02,156.85,CHEQUE
PMT61835,INV-52730,2025-01-19,1489.45,DD
PMT61836,INV-52732,2025-02-19,250.63,DD
PMT61837,INV-52733,2026-02-08,900.74,BACS
PMT61838,INV-52739,2025-08-08,792.91,CARD
PMT61839,INV-52740,2025-12-07,651.52,CARD
PMT61840,INV-52741,2025-08-26,1324.89,DD
PMT61841,INV-52743,2025-04-15,1260.91,BACS
PMT61842,INV-52744,2026-02-24,1247.88,CHEQUE
PMT61843,INV-52746,2025-02-16,129.13,CARD
PMT61844,INV-52747,2025-06-27,1292.72,BACS
PMT61845,INV-52748,2026-03-14,1209.42,BACS
PMT61846,INV-52750,2025-05-13,195.52,CARD
PMT61847,INV-52751,2025-09-08,452.95,BACS
PMT61848,INV-52753,2025-07-27,555.61,CARD
PMT61849,INV-52754,2026-04-21,940.69,BACS
PMT61850,INV-52756,2025-02-04,1065.70,CARD
PMT61851,INV-52757,2026-05-15,366.87,BACS
PMT61852,INV-52758,2025-01-29,991.20,BACS
PMT61853,INV-52759,2026-03-08,898.59,BACS
PMT61854,INV-52761,2025-04-27,882.06,DD
PMT61855,INV-52762,2026-03-12,642.27,CARD
PMT61856,INV-52764,2025-12-08,527.36,BACS
PMT61857,INV-52765,2025-02-20,110.57,CARD
PMT61858,INV-52767,2026-01-17,541.42,CHEQUE
PMT61859,INV-52769,2025-10-20,926.33,BACS
PMT61860,INV-52770,2025-03-20,1165.08,BACS
PMT61861,INV-52771,2026-02-12,981.49,CHEQUE
PMT61862,INV-52772,2025-08-13,467.09,CHEQUE
PMT61863,INV-52773,2025-05-29,1085.96,BACS
PMT61864,INV-52774,2025-07-01,1113.46,BACS
PMT61865,INV-52775,2025-10-06,332.59,BACS
PMT61866,INV-52778,2025-11-16,1361.89,CARD
PMT61867,INV-52779,2026-01-30,566.96,DD
PMT61868,INV-52780,2025-04-18,1181.55,CARD
PMT61869,INV-52781,2025-07-22,95.05,CARD
PMT61870,INV-52782,2025-07-10,342.70,BACS
PMT61871,INV-52783,2025-01-29,587.21,CARD
PMT61872,INV-52786,2025-12-29,1432.61,BACS
PMT61873,INV-52787,2026-02-08,482.08,BACS
PMT61874,INV-52788,2026-04-14,176.44,CHEQUE
PMT61875,INV-52789,2026-04-09,1150.47,BACS
PMT61876,INV-52790,2025-11-16,253.95,BACS
PMT61877,INV-52791,2025-11-13,581.62,CHEQUE
PMT61878,INV-52792,2026-04-14,740.15,DD
PMT61879,INV-52794,2025-09-14,755.03,CHEQUE
PMT61880,INV-52796,2025-09-15,1153.53,CHEQUE
PMT61881,INV-52797,2025-07-20,1454.56,BACS
PMT61882,INV-52801,2025-11-06,193.25,CHEQUE
PMT61883,INV-52805,2025-11-20,1002.33,BACS
PMT61884,INV-52806,2025-11-03,598.12,DD
PMT61885,INV-52807,2026-01-15,648.47,BACS
PMT61886,INV-52808,2025-01-30,878.13,BACS
PMT61887,INV-52810,2025-06-22,1077.64,DD
PMT61888,INV-52812,2025-11-16,98.93,DD
PMT61889,INV-52813,2025-04-08,125.96,CHEQUE
PMT61890,INV-52815,2025-02-25,36.73,DD
PMT61891,INV-52816,2025-07-30,80.38,DD
PMT61892,INV-52817,2025-02-17,1265.77,DD
PMT61893,INV-52821,2025-07-22,373.53,DD
PMT61894,INV-52822,2025-08-30,1381.65,DD
PMT61895,INV-52823,2026-01-23,78.88,CARD
PMT61896,INV-52824,2026-05-12,1355.55,BACS
PMT61897,INV-52825,2025-07-06,952.95,CHEQUE
PMT61898,INV-52826,2025-04-09,82.16,BACS
PMT61899,INV-52827,2025-06-23,1431.72,CHEQUE
PMT61900,INV-52828,2025-06-26,533.77,CARD
PMT61901,INV-52829,2025-10-11,768.32,DD
PMT61902,INV-52830,2026-01-04,20.66,CHEQUE
PMT61903,INV-52831,2026-02-19,52.53,CARD
PMT61904,INV-52832,2026-04-24,1423.00,BACS
PMT61905,INV-52833,2026-01-30,1208.14,CARD
PMT61906,INV-52834,2025-06-30,596.44,DD
PMT61907,INV-52838,2025-05-24,1427.56,BACS
PMT61908,INV-52839,2026-02-12,672.93,BACS
PMT61909,INV-52840,2025-12-23,1387.50,DD
PMT61910,INV-52842,2025-10-03,917.41,DD
PMT61911,INV-52843,2025-06-01,127.83,BACS
PMT61912,INV-52845,2025-09-09,351.49,BACS
PMT61913,INV-52847,2025-03-18,253.34,CARD
PMT61914,INV-52848,2025-01-26,1325.00,BACS
PMT61915,INV-52849,2025-04-07,98.45,BACS
PMT61916,INV-52851,2025-10-13,94.66,BACS
PMT61917,INV-52852,2026-04-02,1210.90,DD
PMT61918,INV-52853,2026-03-04,25.68,DD
PMT61919,INV-52854,2025-02-18,689.25,BACS
PMT61920,INV-52856,2025-09-18,762.42,CHEQUE
PMT61921,INV-52858,2025-10-27,376.19,BACS
PMT61922,INV-52860,2025-06-22,294.75,DD
PMT61923,INV-52861,2025-05-26,1341.57,BACS
PMT61924,INV-52862,2025-01-25,1278.45,BACS
PMT61925,INV-52863,2026-05-01,105.43,BACS
PMT61926,INV-52864,2025-03-04,99.47,CHEQUE
PMT61927,INV-52865,2025-04-30,1136.17,CHEQUE
PMT61928,INV-52868,2025-09-07,834.81,BACS
PMT61929,INV-52869,2026-04-13,1148.67,BACS
PMT61930,INV-52872,2025-04-05,1165.08,DD
PMT61931,INV-52873,2025-07-17,189.55,DD
PMT61932,INV-52874,2025-12-17,683.53,BACS
PMT61933,INV-52875,2025-04-11,956.40,CHEQUE
PMT61934,INV-52877,2025-04-12,222.52,CARD
PMT61935,INV-52881,2025-03-12,951.85,BACS
PMT61936,INV-52884,2026-01-21,1019.08,CHEQUE
PMT61937,INV-52887,2025-11-02,748.36,BACS
PMT61938,INV-52889,2025-02-27,631.20,CARD
PMT61939,INV-52890,2025-03-11,1314.42,CHEQUE
PMT61940,INV-52891,2026-03-01,448.36,BACS
PMT61941,INV-52893,2026-02-08,1295.59,BACS
PMT61942,INV-52895,2025-03-06,1186.48,CARD
PMT61943,INV-52897,2026-03-15,1472.04,CHEQUE
PMT61944,INV-52899,2025-05-05,946.90,CHEQUE
PMT61945,INV-52901,2025-03-16,165.86,CHEQUE
PMT61946,INV-52902,2025-06-10,1465.74,DD
PMT61947,INV-52903,2025-03-29,736.34,DD
PMT61948,INV-52904,2025-11-13,1056.43,DD
PMT61949,INV-52908,2026-01-31,155.62,DD
PMT61950,INV-52909,2025-11-10,1472.94,DD
PMT61951,INV-52911,2025-07-19,193.76,CARD
PMT61952,INV-52912,2026-01-25,735.32,CARD
PMT61953,INV-52914,2026-01-19,629.09,CHEQUE
PMT61954,INV-52918,2026-05-12,156.01,CARD
PMT61955,INV-52923,2026-05-26,351.81,DD
PMT61956,INV-52924,2025-11-16,171.22,DD
PMT61957,INV-52925,2026-01-29,41.54,CARD
PMT61958,INV-52928,2025-04-03,55.80,BACS
PMT61959,INV-52929,2025-03-09,678.95,CARD
PMT61960,INV-52930,2025-05-26,1158.08,CARD
PMT61961,INV-52931,2026-02-08,1165.20,CARD
PMT61962,INV-52933,2025-10-16,92.47,BACS
PMT61963,INV-52934,2025-07-30,836.92,DD
PMT61964,INV-52935,2025-10-24,199.30,BACS
PMT61965,INV-52936,2026-04-05,1012.88,CARD
PMT61966,INV-52937,2026-01-29,1149.90,BACS
PMT61967,INV-52938,2026-04-20,191.84,CARD
PMT61968,INV-52939,2025-07-21,1117.29,BACS
PMT61969,INV-52940,2026-01-31,1043.42,CARD
PMT61970,INV-52941,2025-06-06,379.97,CARD
PMT61971,INV-52942,2025-11-25,569.45,CHEQUE
PMT61972,INV-52943,2025-07-24,368.39,DD
PMT61973,INV-52944,2025-12-08,1389.30,CHEQUE
PMT61974,INV-52946,2026-02-08,1012.01,DD
PMT61975,INV-52947,2025-09-25,1111.66,DD
PMT61976,INV-52951,2025-11-14,907.31,CHEQUE
PMT61977,INV-52953,2025-03-04,84.83,BACS
PMT61978,INV-52954,2025-08-18,388.96,DD
PMT61979,INV-52955,2025-02-23,1413.54,CHEQUE
PMT61980,INV-52956,2025-07-11,1092.92,CHEQUE
PMT61981,INV-52958,2025-11-05,1026.98,BACS
PMT61982,INV-52961,2025-12-04,457.26,BACS
PMT61983,INV-52964,2026-05-21,1270.05,CARD
PMT61984,INV-52965,2025-11-02,1235.43,DD
PMT61985,INV-52966,2025-11-09,704.16,CARD
PMT61986,INV-52968,2025-04-22,52.66,CARD
PMT61987,INV-52969,2025-12-21,912.95,CARD
PMT61988,INV-52970,2025-02-05,939.51,DD
PMT61989,INV-52971,2025-04-01,190.74,BACS
PMT61990,INV-52972,2026-01-05,1062.61,CHEQUE
PMT61991,INV-52973,2026-04-17,723.27,CHEQUE
PMT61992,INV-52974,2025-10-31,1481.31,CHEQUE
PMT61993,INV-52975,2025-09-25,335.80,DD
PMT61994,INV-52977,2026-01-03,120.10,DD
PMT61995,INV-52978,2026-03-08,172.97,CHEQUE
PMT61996,INV-52979,2026-05-28,1259.65,BACS
PMT61997,INV-52981,2025-07-15,669.59,DD
PMT61998,INV-52982,2026-04-20,669.58,CHEQUE
PMT61999,INV-52983,2026-03-16,919.92,DD
PMT62000,INV-52984,2025-04-25,1245.95,BACS
PMT62001,INV-52985,2025-10-01,1228.57,DD
PMT62002,INV-52986,2025-02-27,517.19,BACS
PMT62003,INV-52987,2025-05-03,622.47,CARD
PMT62004,INV-52988,2026-03-14,445.46,CARD
PMT62005,INV-52989,2025-11-20,69.77,DD
PMT62006,INV-52990,2025-11-18,410.32,CHEQUE
