Id,inv_no,Date,acct,ship_no,charge_type,Amount,ccy,tax,Status
IL903752,INV-52674,2025-04-13,P-1114,SH103272,FUEL,10.94,GBP,2.19,PAID
IL903753,INV-52675,2026-03-30,P-1004,SH103273,BASE,588.80,GBP,117.76,OPEN
IL903754,INV-52676,2025-10-30,P-1100,SH103274,BASE,96.33,GBP,19.27,PAID
IL903755,INV-52677,2025-10-03,P-1023,SH103275,BASE,597.95,GBP,119.59,PAID
IL903756,INV-52678,2025-07-25,P-1098,SH103278,BASE,116.04,EUR,23.21,PAID
IL903757,INV-52678,2025-07-25,P-1098,SH103278,FUEL,16.08,EUR,3.22,PAID
IL903758,INV-52679,2025-10-19,P-1067,SH103279,BASE,672.58,GBP,134.52,OPEN
IL903759,INV-52680,2025-10-23,P-1149,SH103281,BASE,251.11,GBP,50.22,OPEN
IL903760,INV-52681,2026-05-13,P-1120,SH103282,BASE,175.51,GBP,35.10,PAID
IL903761,INV-52682,2025-01-22,P-1146,SH103283,BASE,290.42,EUR,58.08,OPEN
IL903762,INV-52683,2025-03-17,P-1064,SH103284,BASE,355.87,GBP,71.17,PAID
IL903763,INV-52684,2025-05-14,P-1158,SH103285,BASE,329.76,GBP,65.95,PAID
IL903764,INV-52684,2025-05-14,P-1158,SH103285,ACCESSORIAL,14.35,GBP,2.87,PAID
IL903765,INV-52685,2026-01-02,P-1233,SH103286,BASE,645.00,EUR,129.00,OPEN
IL903766,INV-52686,2026-04-04,P-1089,SH103287,BASE,259.09,GBP,51.82,OPEN
IL903767,INV-52686,2026-04-04,P-1089,SH103287,FUEL,21.00,GBP,4.20,OPEN
IL903768,INV-52687,2026-05-26,P-1097,SH103293,BASE,188.09,EUR,37.62,PAID
IL903769,INV-52687,2026-05-26,P-1097,SH103293,FUEL,17.29,EUR,3.46,PAID
IL903770,INV-52688,2025-07-17,P-1157,SH103294,BASE,307.93,GBP,61.59,OPEN
IL903771,INV-52689,2025-07-17,P-1008,SH103296,BASE,382.86,GBP,76.57,PAID
IL903772,INV-52689,2025-07-17,P-1008,SH103296,FUEL,48.35,GBP,9.67,PAID
IL903773,INV-52690,2025-07-15,P-1058,SH103297,BASE,86.09,GBP,17.22,PAID
IL903774,INV-52691,2025-11-22,P-1240,SH103298,BASE,325.17,GBP,65.03,PAID
IL903775,INV-52691,2025-11-22,P-1240,SH103298,FUEL,38.24,GBP,7.65,PAID
IL903776,INV-52692,2025-08-15,P-1224,SH103299,BASE,79.33,GBP,15.87,PAID
IL903777,INV-52692,2025-08-15,P-1224,SH103299,FUEL,6.81,GBP,1.36,PAID
IL903778,INV-52693,2025-05-10,P-1209,SH103300,BASE,447.91,GBP,89.58,CREDITED
IL903779,INV-52694,2025-07-06,P-1080,SH103301,BASE,152.43,GBP,30.49,PAID
IL903780,INV-52694,2025-07-06,P-1080,SH103301,FUEL,12.52,GBP,2.50,PAID
IL903781,INV-52695,2025-03-18,P-1173,SH103302,BASE,737.78,GBP,147.56,PAID
IL903782,INV-52696,2025-10-10,P-1115,SH103303,BASE,231.04,GBP,46.21,PAID
IL903783,INV-52697,2026-01-12,P-1232,SH103305,BASE,284.47,GBP,56.89,PAID
IL903784,INV-52697,2026-01-12,P-1232,SH103305,FUEL,22.40,GBP,4.48,PAID
IL903785,INV-52698,2025-03-26,P-1214,SH103308,BASE,215.88,GBP,43.18,PAID
IL903786,INV-52698,2025-03-26,P-1214,SH103308,FUEL,16.67,GBP,3.33,PAID
IL903787,INV-52699,2026-04-08,P-1215,SH103309,BASE,442.60,GBP,88.52,PAID
IL903788,INV-52700,2025-09-25,P-1177,SH103310,BASE,742.28,GBP,148.46,PAID
IL903789,INV-52701,2026-01-03,P-1057,SH103311,BASE,42.54,GBP,8.51,PAID
IL903790,INV-52702,2026-01-26,P-1075,SH103312,BASE,78.25,GBP,15.65,PAID
IL903791,INV-52702,2026-01-26,P-1075,SH103312,FUEL,5.24,GBP,1.05,PAID
IL903792,INV-52703,2026-03-06,P-1148,SH103313,BASE,223.25,GBP,44.65,PAID
IL903793,INV-52704,2026-03-21,P-1213,SH103314,BASE,199.50,GBP,39.90,CREDITED
IL903794,INV-52704,2026-03-21,P-1213,SH103314,FUEL,16.96,GBP,3.39,CREDITED
IL903795,INV-52705,2026-05-19,P-1108,SH103315,BASE,361.49,GBP,72.30,OPEN
IL903796,INV-52706,2025-10-16,P-1219,SH103316,BASE,237.31,GBP,47.46,CREDITED
IL903797,INV-52707,2025-10-24,P-1161,SH103317,BASE,478.12,GBP,95.62,PAID
IL903798,INV-52707,2025-10-24,P-1161,SH103317,FUEL,34.44,GBP,6.89,PAID
IL903799,INV-52708,2026-04-22,P-1001,SH103318,BASE,786.74,GBP,157.35,OPEN
IL903800,INV-52709,2025-06-17,P-1119,SH103319,BASE,1000.19,GBP,200.04,PAID
IL903801,INV-52709,2025-06-17,P-1119,SH103319,FUEL,132.03,GBP,26.41,PAID
IL903802,INV-52710,2025-06-24,P-1095,SH103320,BASE,511.59,GBP,102.32,PAID
IL903803,INV-52711,2025-09-20,P-1105,SH103321,BASE,719.14,GBP,143.83,OPEN
IL903804,INV-52712,2025-05-09,P-1024,SH103322,BASE,600.73,GBP,120.15,PAID
IL903805,INV-52713,2026-02-22,P-1207,SH103323,BASE,178.65,GBP,35.73,OPEN
IL903806,INV-52714,2025-02-16,P-1036,SH103324,BASE,406.87,GBP,81.37,PAID
IL903807,INV-52715,2026-04-17,P-1108,SH103325,BASE,280.98,GBP,56.20,PAID
IL903808,INV-52715,2026-04-17,P-1108,SH103325,FUEL,39.03,GBP,7.81,PAID
IL903809,INV-52716,2025-01-30,P-1047,SH103326,BASE,98.04,GBP,19.61,PAID
IL903810,INV-52716,2025-01-30,P-1047,SH103326,FUEL,6.62,GBP,1.32,PAID
IL903811,INV-52717,2025-05-22,P-1181,SH103327,BASE,64.71,EUR,12.94,CREDITED
IL903812,INV-52717,2025-05-22,P-1181,SH103327,FUEL,7.86,EUR,1.57,CREDITED
IL903813,INV-52717,2025-05-22,P-1181,SH103327,ACCESSORIAL,29.91,EUR,5.98,CREDITED
IL903814,INV-52718,2025-10-21,P-1097,SH103328,BASE,692.90,GBP,138.58,PAID
IL903815,INV-52719,2025-11-04,P-1144,SH103329,BASE,144.71,EUR,28.94,PAID
IL903816,INV-52720,2025-11-20,P-1091,SH103330,BASE,131.83,GBP,26.37,PAID
IL903817,INV-52720,2025-11-20,P-1091,SH103330,FUEL,18.36,GBP,3.67,PAID
IL903818,INV-52721,2025-07-13,P-1164,SH103331,BASE,295.31,GBP,59.06,PAID
IL903819,INV-52721,2025-07-13,P-1164,SH103331,FUEL,38.96,GBP,7.79,PAID
IL903820,INV-52722,2026-01-07,P-1034,SH103332,BASE,289.08,GBP,57.82,PAID
IL903821,INV-52723,2026-03-14,P-1002,SH103334,BASE,121.32,GBP,24.26,PAID
IL903822,INV-52724,2026-03-21,P-1119,SH103335,BASE,100.19,GBP,20.04,OPEN
IL903823,INV-52725,2025-02-05,P-1024,SH103337,BASE,54.77,GBP,10.95,PAID
IL903824,INV-52725,2025-02-05,P-1024,SH103337,FUEL,6.17,GBP,1.23,PAID
IL903825,INV-52726,2025-02-11,P-1138,SH103339,BASE,541.35,GBP,108.27,PAID
IL903826,INV-52727,2025-05-03,P-1122,SH103340,BASE,89.30,EUR,17.86,PAID
IL903827,INV-52727,2025-05-03,P-1122,SH103340,FUEL,6.33,EUR,1.27,PAID
IL903828,INV-52728,2025-04-26,P-1071,SH103341,BASE,361.46,GBP,72.29,VOID
IL903829,INV-52728,2025-04-26,P-1071,SH103341,FUEL,22.98,GBP,4.60,VOID
IL903830,INV-52729,2025-07-07,P-1190,SH103342,BASE,888.66,EUR,177.73,CREDITED
IL903831,INV-52729,2025-07-07,P-1190,SH103342,FUEL,59.08,EUR,11.82,CREDITED
IL903832,INV-52730,2026-03-02,P-1231,SH103343,BASE,547.09,GBP,109.42,PAID
IL903833,INV-52731,2025-03-19,P-1203,SH103344,BASE,321.73,EUR,64.35,OPEN
IL903834,INV-52732,2025-10-13,P-1196,SH103346,BASE,306.12,GBP,61.22,PAID
IL903835,INV-52732,2025-10-13,P-1196,SH103346,FUEL,37.52,GBP,7.50,PAID
IL903836,INV-52732,2025-10-13,P-1196,SH103346,ACCESSORIAL,52.44,GBP,10.49,PAID
IL903837,INV-52733,2025-02-19,P-1083,SH103350,BASE,201.62,EUR,40.32,PAID
IL903838,INV-52734,2025-10-28,P-1098,SH103351,BASE,573.19,GBP,114.64,VOID
IL903839,INV-52735,2026-01-12,P-1055,SH103352,BASE,516.64,EUR,103.33,OPEN
IL903840,INV-52735,2026-01-12,P-1055,SH103352,FUEL,55.29,EUR,11.06,OPEN
IL903841,INV-52736,2025-08-23,P-1040,SH103354,BASE,110.04,EUR,22.01,OPEN
IL903842,INV-52737,2025-07-25,P-1195,SH103355,BASE,398.45,GBP,79.69,VOID
IL903843,INV-52737,2025-07-25,P-1195,SH103355,FUEL,53.69,GBP,10.74,VOID
IL903844,INV-52737,2025-07-25,P-1195,SH103355,ACCESSORIAL,26.32,GBP,5.26,VOID
IL903845,INV-52738,2025-10-10,P-1098,SH103358,BASE,246.56,GBP,49.31,OPEN
IL903846,INV-52739,2025-08-12,P-1183,SH103359,BASE,261.24,GBP,52.25,PAID
IL903847,INV-52740,2025-01-23,P-1192,SH103360,BASE,313.23,GBP,62.65,PAID
IL903848,INV-52741,2025-08-30,P-1094,SH103361,BASE,527.48,GBP,105.50,PAID
IL903849,INV-52742,2025-05-21,P-1160,SH103362,BASE,444.91,GBP,88.98,VOID
IL903850,INV-52743,2026-04-11,P-1116,SH103363,BASE,353.92,GBP,70.78,PAID
IL903851,INV-52744,2025-12-25,P-1045,SH103364,BASE,231.16,GBP,46.23,PAID
IL903852,INV-52744,2025-12-25,P-1045,SH103364,FUEL,28.69,GBP,5.74,PAID
IL903853,INV-52745,2025-06-03,P-1172,SH103368,BASE,107.04,GBP,21.41,CREDITED
IL903854,INV-52746,2025-11-01,P-1159,SH103369,BASE,196.68,GBP,39.34,PAID
IL903855,INV-52747,2026-05-07,P-1021,SH103370,BASE,464.86,EUR,92.97,PAID
IL903856,INV-52747,2026-05-07,P-1021,SH103370,FUEL,55.09,EUR,11.02,PAID
IL903857,INV-52748,2025-02-06,P-1144,SH103371,BASE,344.35,GBP,68.87,PAID
IL903858,INV-52749,2025-08-30,P-1205,SH103372,BASE,508.40,GBP,101.68,OPEN
IL903859,INV-52750,2026-05-13,P-1109,SH103373,BASE,612.84,GBP,122.57,PAID
IL903860,INV-52750,2026-05-13,P-1109,SH103373,FUEL,70.30,GBP,14.06,PAID
IL903861,INV-52751,2026-04-09,P-1140,SH103374,BASE,205.96,GBP,41.19,PAID
IL903862,INV-52752,2026-01-20,P-1184,SH103375,BASE,427.02,GBP,85.40,OPEN
IL903863,INV-52752,2026-01-20,P-1184,SH103375,FUEL,35.96,GBP,7.19,OPEN
IL903864,INV-52753,2025-06-27,P-1232,SH103376,BASE,474.50,GBP,94.90,PAID
IL903865,INV-52753,2025-06-27,P-1232,SH103376,FUEL,47.57,GBP,9.51,PAID
IL903866,INV-52754,2026-02-01,P-1024,SH103377,BASE,57.40,GBP,11.48,PAID
IL903867,INV-52754,2026-02-01,P-1024,SH103377,FUEL,6.03,GBP,1.21,PAID
IL903868,INV-52755,2025-07-21,P-1128,SH103378,BASE,85.19,GBP,17.04,VOID
IL903869,INV-52755,2025-07-21,P-1128,SH103378,FUEL,6.28,GBP,1.26,VOID
IL903870,INV-52756,2025-08-11,P-1091,SH103379,BASE,398.47,GBP,79.69,PAID
IL903871,INV-52757,2025-01-11,P-1008,SH103380,BASE,458.97,GBP,91.79,PAID
IL903872,INV-52758,2025-09-04,P-1073,SH103381,BASE,166.34,GBP,33.27,PAID
IL903873,INV-52759,2025-10-15,P-1232,SH103382,BASE,60.46,GBP,12.09,PAID
IL903874,INV-52759,2025-10-15,P-1232,SH103382,FUEL,4.46,GBP,0.89,PAID
IL903875,INV-52760,2025-09-08,P-1049,SH103383,BASE,88.38,GBP,17.68,CREDITED
IL903876,INV-52760,2025-09-08,P-1049,SH103383,FUEL,6.16,GBP,1.23,CREDITED
IL903877,INV-52761,2026-04-21,P-1006,SH103384,BASE,309.39,EUR,61.88,PAID
IL903878,INV-52761,2026-04-21,P-1006,SH103384,ACCESSORIAL,31.84,EUR,6.37,PAID
IL903879,INV-52762,2026-03-10,P-1230,SH103385,BASE,529.14,GBP,105.83,PAID
IL903880,INV-52763,2026-03-05,P-1160,SH103386,BASE,63.16,GBP,12.63,OPEN
IL903881,INV-52764,2026-05-21,P-1233,SH103387,BASE,436.90,GBP,87.38,PAID
IL903882,INV-52764,2026-05-21,P-1233,SH103387,FUEL,55.66,GBP,11.13,PAID
IL903883,INV-52765,2025-09-24,P-1221,SH103388,BASE,236.27,GBP,47.25,PAID
IL903884,INV-52766,2025-08-31,P-1226,SH103389,BASE,229.30,GBP,45.86,CREDITED
IL903885,INV-52767,2025-03-06,P-1027,SH103390,BASE,197.85,GBP,39.57,PAID
IL903886,INV-52768,2025-07-11,P-1118,SH103391,BASE,556.39,GBP,111.28,CREDITED
IL903887,INV-52769,2025-04-06,P-1093,SH103392,BASE,353.18,GBP,70.64,PAID
IL903888,INV-52769,2025-04-06,P-1093,SH103392,ACCESSORIAL,13.33,GBP,2.67,PAID
IL903889,INV-52770,2025-11-12,P-1191,SH103393,BASE,325.07,GBP,65.01,PAID
IL903890,INV-52771,2026-05-09,P-1213,SH103394,BASE,741.66,GBP,148.33,PAID
IL903891,INV-52771,2026-05-09,P-1213,SH103394,FUEL,100.14,GBP,20.03,PAID
IL903892,INV-52772,2025-11-24,P-1025,SH103395,BASE,314.24,GBP,62.85,PAID
IL903893,INV-52773,2025-07-31,P-1131,SH103396,BASE,82.25,GBP,16.45,PAID
IL903894,INV-52774,2026-04-03,P-1027,SH103397,BASE,547.13,GBP,109.43,PAID
IL903895,INV-52775,2025-10-21,P-1210,SH103398,BASE,146.08,GBP,29.22,PAID
IL903896,INV-52775,2025-10-21,P-1210,SH103398,FUEL,16.34,GBP,3.27,PAID
IL903897,INV-52776,2025-08-02,P-1014,SH103399,BASE,208.11,GBP,41.62,CREDITED
IL903898,INV-52776,2025-08-02,P-1014,SH103399,FUEL,17.14,GBP,3.43,CREDITED
IL903899,INV-52777,2025-12-09,P-1115,SH103400,BASE,616.76,GBP,123.35,OPEN
IL903900,INV-52778,2025-06-08,P-1157,SH103403,BASE,131.88,EUR,26.38,PAID
IL903901,INV-52778,2025-06-08,P-1157,SH103403,FUEL,10.97,EUR,2.19,PAID
IL903902,INV-52779,2026-02-15,P-1132,SH103404,BASE,381.22,GBP,76.24,PAID
IL903903,INV-52779,2026-02-15,P-1132,SH103404,FUEL,24.13,GBP,4.83,PAID
IL903904,INV-52780,2026-03-18,P-1012,SH103405,BASE,98.25,GBP,19.65,PAID
IL903905,INV-52781,2025-04-14,P-1086,SH103406,BASE,151.70,GBP,30.34,PAID
IL903906,INV-52781,2025-04-14,P-1086,SH103406,ACCESSORIAL,44.28,GBP,8.86,PAID
IL903907,INV-52782,2026-05-16,P-1005,SH103407,BASE,419.95,GBP,83.99,PAID
IL903908,INV-52783,2026-02-06,P-1083,SH103408,BASE,346.00,GBP,69.20,PAID
IL903909,INV-52784,2026-01-21,P-1196,SH103409,BASE,92.70,GBP,18.54,OPEN
IL903910,INV-52784,2026-01-21,P-1196,SH103409,ACCESSORIAL,44.50,GBP,8.90,OPEN
IL903911,INV-52785,2026-04-23,P-1147,SH103410,BASE,94.78,EUR,18.96,OPEN
IL903912,INV-52785,2026-04-23,P-1147,SH103410,FUEL,10.34,EUR,2.07,OPEN
IL903913,INV-52786,2025-02-18,P-1001,SH103411,BASE,541.58,GBP,108.32,PAID
IL903914,INV-52787,2025-12-20,P-1112,SH103412,BASE,753.36,GBP,150.67,PAID
IL903915,INV-52788,2025-06-17,P-1038,SH103413,BASE,785.86,GBP,157.17,PAID
IL903916,INV-52788,2025-06-17,P-1038,SH103413,FUEL,84.52,GBP,16.90,PAID
IL903917,INV-52789,2025-06-16,P-1236,SH103415,BASE,262.74,GBP,52.55,PAID
IL903918,INV-52790,2025-04-30,P-1063,SH103416,BASE,160.55,GBP,32.11,PAID
IL903919,INV-52791,2025-10-17,P-1188,SH103417,BASE,134.12,GBP,26.82,PAID
IL903920,INV-52792,2025-08-07,P-1227,SH103418,BASE,393.31,GBP,78.66,PAID
IL903921,INV-52793,2026-05-24,P-1169,SH103419,BASE,61.95,GBP,12.39,CREDITED
IL903922,INV-52794,2025-08-08,P-1190,SH103420,BASE,85.08,GBP,17.02,PAID
IL903923,INV-52794,2025-08-08,P-1190,SH103420,FUEL,9.99,GBP,2.00,PAID
IL903924,INV-52795,2025-12-19,P-1043,SH103421,BASE,471.64,EUR,94.33,OPEN
IL903925,INV-52795,2025-12-19,P-1043,SH103421,FUEL,43.51,EUR,8.70,OPEN
IL903926,INV-52796,2025-10-19,P-1227,SH103422,BASE,70.71,GBP,14.14,PAID
IL903927,INV-52796,2025-10-19,P-1227,SH103422,FUEL,8.97,GBP,1.79,PAID
IL903928,INV-52797,2025-04-30,P-1134,SH103423,BASE,481.54,GBP,96.31,PAID
IL903929,INV-52797,2025-04-30,P-1134,SH103423,FUEL,35.59,GBP,7.12,PAID
IL903930,INV-52798,2025-04-04,P-1087,SH103424,BASE,223.59,EUR,44.72,OPEN
IL903931,INV-52798,2025-04-04,P-1087,SH103424,ACCESSORIAL,37.71,EUR,7.54,OPEN
IL903932,INV-52799,2025-04-06,P-1092,SH103425,BASE,170.73,GBP,34.15,CREDITED
IL903933,INV-52800,2025-05-31,P-1200,SH103426,BASE,251.60,GBP,50.32,OPEN
IL903934,INV-52801,2026-05-01,P-1116,SH103428,BASE,474.31,GBP,94.86,PAID
IL903935,INV-52802,2025-03-27,P-1028,SH103430,BASE,249.75,GBP,49.95,VOID
IL903936,INV-52802,2025-03-27,P-1028,SH103430,FUEL,22.07,GBP,4.41,VOID
IL903937,INV-52803,2025-08-07,P-1204,SH103431,BASE,363.93,EUR,72.79,OPEN
IL903938,INV-52804,2026-04-20,P-1001,SH103432,BASE,559.37,GBP,111.87,CREDITED
IL903939,INV-52804,2026-04-20,P-1001,SH103432,FUEL,55.35,GBP,11.07,CREDITED
IL903940,INV-52805,2026-03-22,P-1098,SH103433,BASE,601.19,GBP,120.24,PAID
IL903941,INV-52805,2026-03-22,P-1098,SH103433,FUEL,83.60,GBP,16.72,PAID
IL903942,INV-52806,2025-12-09,P-1203,SH103435,BASE,52.82,GBP,10.56,PAID
IL903943,INV-52807,2025-07-10,P-1097,SH103436,BASE,250.97,GBP,50.19,PAID
IL903944,INV-52807,2025-07-10,P-1097,SH103436,FUEL,32.99,GBP,6.60,PAID
IL903945,INV-52808,2025-01-31,P-1046,SH103437,BASE,60.56,GBP,12.11,PAID
IL903946,INV-52808,2025-01-31,P-1046,SH103437,FUEL,5.72,GBP,1.14,PAID
IL903947,INV-52809,2025-09-27,P-1163,SH103438,BASE,274.23,GBP,54.85,OPEN
IL903948,INV-52809,2025-09-27,P-1163,SH103438,ACCESSORIAL,21.03,GBP,4.21,OPEN
IL903949,INV-52810,2025-08-17,P-1104,SH103439,BASE,467.84,GBP,93.57,PAID
IL903950,INV-52810,2025-08-17,P-1104,SH103439,FUEL,34.24,GBP,6.85,PAID
IL903951,INV-52811,2025-02-17,P-1227,SH103440,BASE,330.99,GBP,66.20,OPEN
IL903952,INV-52812,2025-12-08,P-1220,SH103441,BASE,372.54,EUR,74.51,PAID
IL903953,INV-52813,2026-04-20,P-1073,SH103442,BASE,206.01,GBP,41.20,PAID
IL903954,INV-52814,2026-05-18,P-1162,SH103443,BASE,833.68,GBP,166.74,OPEN
IL903955,INV-52814,2026-05-18,P-1162,SH103443,FUEL,113.47,GBP,22.69,OPEN
IL903956,INV-52815,2026-01-26,P-1188,SH103444,BASE,36.11,GBP,7.22,PAID
IL903957,INV-52816,2025-03-18,P-1196,SH103446,BASE,211.66,GBP,42.33,PAID
IL903958,INV-52817,2026-05-24,P-1054,SH103447,BASE,520.43,GBP,104.09,PAID
IL903959,INV-52818,2025-12-02,P-1181,SH103448,BASE,358.12,GBP,71.62,CREDITED
IL903960,INV-52818,2025-12-02,P-1181,SH103448,FUEL,49.46,GBP,9.89,CREDITED
IL903961,INV-52819,2025-11-10,P-1073,SH103450,BASE,195.98,GBP,39.20,OPEN
IL903962,INV-52820,2025-06-17,P-1063,SH103451,BASE,144.88,GBP,28.98,VOID
IL903963,INV-52821,2025-03-15,P-1120,SH103452,BASE,58.53,GBP,11.71,PAID
IL903964,INV-52822,2026-05-28,P-1017,SH103453,BASE,177.33,GBP,35.47,PAID
IL903965,INV-52823,2025-03-25,P-1222,SH103454,BASE,413.02,GBP,82.60,PAID
IL903966,INV-52824,2025-07-01,P-1213,SH103455,BASE,628.25,GBP,125.65,PAID
IL903967,INV-52824,2025-07-01,P-1213,SH103455,FUEL,57.52,GBP,11.50,PAID
IL903968,INV-52825,2025-06-18,P-1112,SH103456,BASE,465.14,GBP,93.03,PAID
IL903969,INV-52826,2026-02-10,P-1219,SH103457,BASE,601.47,GBP,120.29,PAID
IL903970,INV-52827,2025-01-23,P-1011,SH103458,BASE,563.26,GBP,112.65,PAID
IL903971,INV-52828,2025-09-13,P-1151,SH103459,BASE,244.56,GBP,48.91,PAID
IL903972,INV-52829,2025-05-15,P-1172,SH103460,BASE,336.72,GBP,67.34,PAID
IL903973,INV-52830,2025-02-07,P-1238,SH103461,BASE,278.51,GBP,55.70,PAID
IL903974,INV-52830,2025-02-07,P-1238,SH103461,FUEL,21.38,GBP,4.28,PAID
IL903975,INV-52831,2025-03-03,P-1072,SH103462,BASE,511.15,GBP,102.23,PAID
IL903976,INV-52832,2025-05-28,P-1179,SH103464,BASE,75.11,EUR,15.02,PAID
IL903977,INV-52832,2025-05-28,P-1179,SH103464,FUEL,6.94,EUR,1.39,PAID
IL903978,INV-52833,2025-06-04,P-1113,SH103466,BASE,49.26,EUR,9.85,PAID
IL903979,INV-52834,2025-08-07,P-1067,SH103467,BASE,302.51,GBP,60.50,PAID
IL903980,INV-52835,2026-03-25,P-1089,SH103468,BASE,618.99,EUR,123.80,OPEN
IL903981,INV-52835,2026-03-25,P-1089,SH103468,FUEL,66.78,EUR,13.36,OPEN
IL903982,INV-52836,2026-03-12,P-1200,SH103469,BASE,399.07,GBP,79.81,OPEN
IL903983,INV-52836,2026-03-12,P-1200,SH103469,FUEL,36.05,GBP,7.21,OPEN
IL903984,INV-52837,2025-12-06,P-1178,SH103472,BASE,434.94,GBP,86.99,OPEN
IL903985,INV-52837,2025-12-06,P-1178,SH103472,ACCESSORIAL,15.87,GBP,3.17,OPEN
IL903986,INV-52838,2025-05-28,P-1001,SH103473,BASE,278.86,GBP,55.77,PAID
IL903987,INV-52839,2025-12-18,P-1043,SH103474,BASE,813.48,GBP,162.70,PAID
IL903988,INV-52839,2025-12-18,P-1043,SH103474,FUEL,100.27,GBP,20.05,PAID
IL903989,INV-52840,2025-08-21,P-1057,SH103476,BASE,520.47,GBP,104.09,PAID
IL903990,INV-52840,2025-08-21,P-1057,SH103476,FUEL,69.90,GBP,13.98,PAID
IL903991,INV-52841,2025-05-21,P-1050,SH103478,BASE,657.07,GBP,131.41,OPEN
IL903992,INV-52841,2025-05-21,P-1050,SH103478,FUEL,84.59,GBP,16.92,OPEN
IL903993,INV-52842,2025-06-23,P-1088,SH103479,BASE,120.87,GBP,24.17,PAID
IL903994,INV-52843,2025-09-20,P-1118,SH103480,BASE,253.08,GBP,50.62,PAID
IL903995,INV-52844,2026-02-07,P-1181,SH103482,BASE,237.83,GBP,47.57,OPEN
IL903996,INV-52845,2026-02-18,P-1017,SH103483,BASE,36.45,GBP,7.29,PAID
IL903997,INV-52846,2025-06-05,P-1131,SH103484,BASE,725.59,GBP,145.12,OPEN
IL903998,INV-52847,2025-05-26,P-1120,SH103485,BASE,33.31,GBP,6.66,PAID
IL903999,INV-52848,2025-03-18,P-1019,SH103486,BASE,144.16,GBP,28.83,PAID
IL904000,INV-52848,2025-03-18,P-1019,SH103486,ACCESSORIAL,17.16,GBP,3.43,PAID
IL904001,INV-52849,2025-01-28,P-1128,SH103487,BASE,292.29,GBP,58.46,PAID
IL904002,INV-52849,2025-01-28,P-1128,SH103487,ACCESSORIAL,59.93,GBP,11.99,PAID
IL904003,INV-52850,2025-03-14,P-1061,SH103488,BASE,218.73,GBP,43.75,OPEN
IL904004,INV-52851,2026-04-21,P-1104,SH103489,BASE,233.88,EUR,46.78,PAID
IL904005,INV-52852,2025-06-22,P-1177,SH103490,BASE,313.60,GBP,62.72,PAID
IL904006,INV-52853,2026-03-19,P-1146,SH103491,BASE,305.88,EUR,61.18,PAID
IL904007,INV-52854,2025-12-30,P-1198,SH103493,BASE,700.99,GBP,140.20,PAID
IL904008,INV-52854,2025-12-30,P-1198,SH103493,FUEL,87.58,GBP,17.52,PAID
IL904009,INV-52855,2025-04-27,P-1026,SH103494,BASE,444.90,GBP,88.98,OPEN
IL904010,INV-52855,2025-04-27,P-1026,SH103494,FUEL,43.33,GBP,8.67,OPEN
IL904011,INV-52856,2026-05-01,P-1029,SH103495,BASE,425.45,GBP,85.09,PAID
IL904012,INV-52856,2026-05-01,P-1029,SH103495,FUEL,35.67,GBP,7.13,PAID
IL904013,INV-52857,2025-10-20,P-1092,SH103497,BASE,264.52,GBP,52.90,OPEN
IL904014,INV-52857,2025-10-20,P-1092,SH103497,FUEL,35.30,GBP,7.06,OPEN
IL904015,INV-52858,2026-05-14,P-1072,SH103498,BASE,271.41,GBP,54.28,PAID
IL904016,INV-52859,2025-04-12,P-1004,SH103499,BASE,541.33,GBP,108.27,CREDITED
IL904017,INV-52860,2025-01-18,P-1228,SH103500,BASE,309.98,GBP,62.00,PAID
IL904018,INV-52860,2025-01-18,P-1228,SH103500,FUEL,32.99,GBP,6.60,PAID
IL904019,INV-52861,2026-01-24,P-1045,SH103501,BASE,53.07,GBP,10.61,PAID
IL904020,INV-52862,2025-05-25,P-1189,SH103502,BASE,202.31,GBP,40.46,PAID
IL904021,INV-52863,2026-02-27,P-1165,SH103503,BASE,298.54,GBP,59.71,PAID
IL904022,INV-52863,2026-02-27,P-1165,SH103503,FUEL,31.61,GBP,6.32,PAID
IL904023,INV-52864,2025-06-07,P-1152,SH103505,BASE,86.79,GBP,17.36,PAID
IL904024,INV-52864,2025-06-07,P-1152,SH103505,FUEL,5.66,GBP,1.13,PAID
IL904025,INV-52865,2025-12-22,P-1158,SH103506,BASE,333.42,GBP,66.68,PAID
IL904026,INV-52866,2025-08-26,P-1021,SH103507,BASE,178.72,GBP,35.74,CREDITED
IL904027,INV-52867,2025-07-23,P-1047,SH103509,BASE,1069.33,EUR,213.87,VOID
IL904028,INV-52867,2025-07-23,P-1047,SH103509,FUEL,80.42,EUR,16.08,VOID
IL904029,INV-52868,2025-07-27,P-1057,SH103510,BASE,455.85,GBP,91.17,PAID
IL904030,INV-52868,2025-07-27,P-1057,SH103510,FUEL,32.24,GBP,6.45,PAID
IL904031,INV-52869,2026-05-10,P-1045,SH103511,BASE,140.47,GBP,28.09,PAID
IL904032,INV-52869,2026-05-10,P-1045,SH103511,FUEL,11.97,GBP,2.39,PAID
IL904033,INV-52870,2025-08-01,P-1212,SH103512,BASE,88.90,EUR,17.78,OPEN
IL904034,INV-52871,2025-10-28,P-1231,SH103514,BASE,183.06,GBP,36.61,OPEN
IL904035,INV-52872,2025-06-23,P-1090,SH103515,BASE,786.96,GBP,157.39,PAID
IL904036,INV-52872,2025-06-23,P-1090,SH103515,FUEL,80.58,GBP,16.12,PAID
