Id,ship_ref,seq,from_loc,to_loc,veh,drv,START,END,Amount,Status
MV703611,SH103147,2,L-250,L-256,VIN188,D3104,2026-01-19 17:10,2026-01-20 20:57,239.55,DONE
MV703612,SH103148,1,L-248,L-254,VIN140,D3014,2026-03-09 10:34,2026-03-09 13:07,102.55,DONE
MV703613,SH103149,1,L-214,L-221,VIN135,D3063,2026-04-27 09:13,2026-04-27 06:40,294.50,DONE
MV703614,SH103150,1,L-257,L-240,VIN191,D3118,2026-01-07 12:18,2026-01-07 20:08,165.29,DONE
MV703615,SH103150,2,L-240,L-204,VIN110,D3069,2026-01-08 14:55,2026-01-08 11:42,167.47,DONE
MV703616,SH103151,1,L-235,L-220,VIN141,D3077,2025-12-02 08:35,2025-12-02 12:15,291.87,DONE
MV703617,SH103152,1,L-205,L-242,VIN134,D3061,2025-03-12 18:05,2025-03-13 07:53,98.86,DONE
MV703618,SH103153,1,L-260,L-224,VIN150,D3054,2025-11-26 19:26,2025-11-26 11:13,122.73,DONE
MV703619,SH103154,1,L-220,L-211,VIN125,D3003,2025-10-18 20:51,2025-10-19 08:47,214.92,DONE
MV703620,SH103154,2,L-211,L-236,VIN154,D3113,2025-10-19 19:18,2025-10-19 15:38,199.68,DONE
MV703621,SH103154,3,L-236,L-206,VIN137,D3070,2025-10-20 17:39,2025-10-20 06:38,118.38,DONE
MV703622,SH103155,1,L-249,L-211,VIN189,D3005,2025-04-29 17:31,,228.41,ABORTED
MV703623,SH103156,1,L-215,L-231,VIN142,D3097,2025-07-22 20:17,2025-07-23 17:22,212.35,DONE
MV703624,SH103157,1,L-222,L-239,VIN155,D3004,2025-04-21 17:43,2025-04-22 19:45,255.39,DONE
MV703625,SH103158,1,L-214,L-258,VIN124,D3058,2025-07-14 09:37,2025-07-14 09:24,382.41,DONE
MV703626,SH103159,1,L-238,L-206,VIN170,D3035,2025-06-25 18:26,2025-06-25 16:55,148.84,DONE
MV703627,SH103160,1,L-214,L-253,VIN185,D3070,2025-11-20 09:11,2025-11-20 06:33,292.94,DONE
MV703628,SH103161,1,L-235,L-212,VIN154,D3097,2025-06-10 14:54,2025-06-10 06:54,219.64,DONE
MV703629,SH103162,1,L-259,L-236,VIN211,D3020,2025-05-01 06:03,2025-05-02 10:23,267.54,DONE
MV703630,SH103162,2,L-236,L-234,VIN166,D3110,2025-05-02 18:26,2025-05-02 06:24,331.13,DONE
MV703631,SH103163,1,L-245,L-256,VIN117,D3041,2025-10-08 14:37,2025-10-08 07:11,372.65,DONE
MV703632,SH103165,1,L-227,L-228,VIN182,D3064,2025-06-08 14:52,2025-06-09 14:14,289.99,DONE
MV703633,SH103166,1,L-246,L-252,VIN212,D3098,2026-02-26 09:48,2026-02-27 18:29,269.47,DONE
MV703634,SH103167,1,L-233,L-248,VIN147,D3077,2025-01-22 20:34,2025-01-22 20:03,32.25,DONE
MV703635,SH103168,1,L-251,L-244,VIN217,D3022,2025-07-07 16:02,2025-07-07 08:32,338.88,DONE
MV703636,SH103169,1,L-247,L-248,VIN114,D3070,2025-03-11 07:31,2025-03-11 06:08,396.56,DONE
MV703637,SH103170,1,L-209,L-257,VIN157,D3110,2025-08-15 10:11,2025-08-15 06:14,316.48,DONE
MV703638,SH103171,1,L-209,L-250,VIN174,D3037,2025-12-18 19:37,2025-12-18 14:22,187.44,DONE
MV703639,SH103171,2,L-250,L-241,VIN195,D3028,2025-12-19 14:55,2025-12-19 14:13,55.59,DONE
MV703640,SH103172,1,L-245,L-259,VIN121,D3066,2026-01-31 09:52,2026-01-31 18:40,213.23,DONE
MV703641,SH103173,1,L-204,L-253,VIN158,D3108,2025-01-23 06:26,2025-01-23 07:19,244.85,DONE
MV703642,SH103174,1,L-226,L-247,VIN163,D3029,2026-04-24 07:51,2026-04-24 15:49,131.83,DONE
MV703643,SH103175,1,L-205,L-248,VIN150,D3085,2025-03-05 18:13,2025-03-05 21:36,160.68,DONE
MV703644,SH103176,1,L-259,L-209,VIN200,D3097,2025-10-22 19:56,2025-10-22 12:18,387.30,DONE
MV703645,SH103177,1,L-254,L-214,VIN116,D3048,2026-04-10 14:29,2026-04-10 20:29,154.07,DONE
MV703646,SH103178,1,L-235,L-233,VIN111,D3022,2026-01-02 12:58,2026-01-03 21:54,290.96,DONE
MV703647,SH103179,1,L-219,L-244,VIN212,D3034,2025-11-22 19:03,2025-11-23 20:33,407.48,DONE
MV703648,SH103180,1,L-253,L-221,VIN182,D3012,2025-03-07 08:36,2025-03-08 12:50,385.98,DONE
MV703649,SH103181,1,L-217,L-210,VIN161,D3116,2025-02-19 14:05,2025-02-19 07:52,296.15,DONE
MV703650,SH103181,2,L-210,L-219,VIN160,D3026,2025-02-19 09:32,2025-02-19 16:48,296.63,DONE
MV703651,SH103182,1,L-250,L-215,VIN164,D3081,2025-04-21 11:02,2025-04-21 14:49,123.71,DONE
MV703652,SH103182,2,L-215,L-260,VIN154,D3024,2025-04-22 19:37,2025-04-22 10:20,288.13,DONE
MV703653,SH103183,1,L-253,L-245,VIN180,D3008,2025-04-27 07:34,2025-04-28 16:09,115.71,DONE
MV703654,SH103184,1,L-224,L-231,VIN106,D3118,2025-11-26 11:36,2025-11-27 08:58,67.22,DONE
MV703655,SH103185,1,L-250,L-248,VIN202,D3092,2025-11-11 10:16,2025-11-11 20:16,37.02,DONE
MV703656,SH103186,1,L-222,L-250,VIN183,D3115,2026-01-11 14:13,2026-01-11 07:24,350.83,DONE
MV703657,SH103188,1,L-250,L-253,VIN130,D3060,2026-03-07 15:58,2026-03-07 16:06,281.73,DONE
MV703658,SH103189,1,L-211,L-230,VIN210,D3031,2025-12-28 13:17,2025-12-29 07:39,326.40,DONE
MV703659,SH103191,1,L-246,L-201,VIN189,D3019,2026-01-30 17:03,2026-01-31 15:35,171.50,DONE
MV703660,SH103192,1,L-206,L-208,VIN122,D3083,2025-06-20 06:36,2025-06-20 14:40,243.11,DONE
MV703661,SH103193,1,L-231,L-221,VIN181,D3025,2026-01-21 06:13,2026-01-21 14:36,276.65,DONE
MV703662,SH103194,1,L-238,L-260,VIN146,D3046,2025-12-10 12:44,2025-12-11 14:30,352.78,DONE
MV703663,SH103195,1,L-202,L-236,VIN158,D3051,2025-06-12 09:50,,165.77,ABORTED
MV703664,SH103196,1,L-206,L-245,VIN219,D3084,2025-05-07 14:34,2025-05-07 15:23,75.93,DONE
MV703665,SH103197,1,L-203,L-202,VIN149,D3097,2025-09-07 09:54,2025-09-07 19:59,367.26,DONE
MV703666,SH103198,1,L-212,L-224,VIN129,D3004,2025-09-22 19:48,2025-09-22 21:33,132.33,DONE
MV703667,SH103199,1,L-245,L-253,VIN199,D3060,2025-03-12 06:35,2025-03-12 07:08,395.31,DONE
MV703668,SH103200,1,L-247,L-205,VIN108,D3000,2026-02-12 10:36,2026-02-12 09:49,359.92,DONE
MV703669,SH103201,1,L-228,L-257,VIN113,D3026,2026-01-25 11:49,2026-01-25 20:54,42.92,DONE
MV703670,SH103202,1,L-260,L-216,VIN116,D3049,2025-04-24 21:41,2025-04-25 18:42,57.61,DONE
MV703671,SH103203,1,L-254,L-201,VIN150,D3075,2025-12-26 07:12,2025-12-27 15:00,307.39,DONE
MV703672,SH103204,1,L-202,L-250,VIN120,D3012,2026-01-10 16:10,2026-01-10 18:53,112.01,DONE
MV703673,SH103205,1,L-238,L-228,VIN173,D3026,2026-02-26 18:22,2026-02-26 20:23,264.50,DONE
MV703674,SH103206,1,L-201,L-243,VIN158,D3070,2025-11-20 18:56,2025-11-21 12:00,114.09,DONE
MV703675,SH103207,1,L-255,L-254,VIN138,D3086,2025-08-13 16:50,,126.08,PLANNED
MV703676,SH103208,1,L-222,L-239,VIN172,D3044,2026-02-03 06:34,2026-02-03 12:04,101.00,DONE
MV703677,SH103210,1,L-207,L-211,VIN103,D3074,2026-01-31 08:15,2026-01-31 13:52,195.84,DONE
MV703678,SH103210,2,L-211,L-236,VIN197,D3080,2026-01-31 19:42,,162.73,ABORTED
MV703679,SH103211,1,L-212,L-207,VIN130,D3034,2025-05-18 15:44,2025-05-19 18:34,60.86,DONE
MV703680,SH103212,1,L-242,L-260,VIN171,D3079,2025-12-09 09:46,2025-12-09 07:07,143.45,DONE
MV703681,SH103212,2,L-260,L-216,VIN205,D3028,2025-12-09 13:16,2025-12-09 20:13,332.39,DONE
MV703682,SH103213,1,L-238,L-203,VIN210,D3045,2026-01-27 10:57,2026-01-28 12:09,70.17,DONE
MV703683,SH103214,1,L-214,L-235,VIN177,D3077,2026-05-05 19:46,2026-05-05 21:21,318.24,DONE
MV703684,SH103215,1,L-202,L-217,VIN176,D3118,2025-06-15 21:03,2025-06-16 13:23,339.62,DONE
MV703685,SH103216,1,L-222,L-236,VIN217,D3110,2025-10-03 15:42,2025-10-04 16:46,217.14,DONE
MV703686,SH103216,2,L-236,L-217,VIN119,D3063,2025-10-03 15:43,2025-10-03 09:40,224.49,DONE
MV703687,SH103217,1,L-222,L-260,VIN218,D3014,2026-03-29 19:41,2026-03-30 06:14,277.94,DONE
MV703688,SH103217,2,L-260,L-209,VIN176,D3072,2026-03-30 14:00,,347.04,ABORTED
MV703689,SH103218,1,L-249,L-227,VIN152,D3065,2025-06-07 10:38,2025-06-07 15:18,296.59,DONE
MV703690,SH103219,1,L-260,L-203,VIN195,D3055,2025-04-01 11:54,2025-04-01 18:26,353.31,DONE
MV703691,SH103220,1,L-204,L-245,VIN212,D3061,2025-12-04 14:30,2025-12-04 16:38,301.77,DONE
MV703692,SH103221,1,L-245,L-205,VIN210,D3113,2025-08-17 13:01,2025-08-18 21:49,268.93,DONE
MV703693,SH103222,1,L-209,L-240,VIN118,D3116,2026-01-15 17:54,2026-01-15 12:35,105.13,DONE
MV703694,SH103223,1,L-206,L-233,VIN123,D3059,2025-04-06 07:58,2025-04-07 20:22,168.18,DONE
MV703695,SH103224,1,L-230,L-226,VIN116,D3004,2026-05-01 20:53,2026-05-01 10:57,318.28,DONE
MV703696,SH103224,2,L-226,L-205,VIN122,D3016,2026-05-02 10:57,2026-05-02 06:38,30.01,DONE
MV703697,SH103225,1,L-234,L-229,VIN112,D3073,2025-01-24 14:48,2025-01-24 20:16,301.08,DONE
MV703698,SH103226,1,L-247,L-252,VIN209,D3093,2025-01-18 21:06,2025-01-18 18:54,179.52,DONE
MV703699,SH103227,1,L-252,L-210,VIN158,D3048,2025-05-16 10:07,2025-05-16 11:46,125.94,DONE
MV703700,SH103228,1,L-233,L-249,VIN137,D3085,2025-06-29 20:16,2025-06-29 21:26,190.27,DONE
MV703701,SH103229,1,L-224,L-227,VIN191,D3045,2025-05-21 13:41,2025-05-21 19:53,118.27,DONE
MV703702,SH103231,1,L-209,L-216,VIN145,D3080,2026-03-11 10:41,2026-03-12 09:30,291.06,DONE
MV703703,SH103231,2,L-216,L-256,VIN215,D3043,2026-03-11 17:05,2026-03-11 12:49,399.41,DONE
MV703704,SH103232,1,L-201,L-250,VIN148,D3100,2026-01-02 18:20,2026-01-03 08:04,278.16,DONE
MV703705,SH103234,1,L-203,L-218,VIN138,D3043,2025-11-23 13:30,2025-11-23 14:44,312.11,DONE
MV703706,SH103235,1,L-238,L-209,VIN108,D3051,2025-04-23 20:58,2025-04-23 06:24,288.54,DONE
MV703707,SH103236,1,L-218,L-201,VIN124,D3027,2025-09-23 17:21,2025-09-23 08:06,353.33,DONE
MV703708,SH103236,2,L-201,L-203,VIN185,D3090,2025-09-23 10:09,2025-09-23 07:11,75.07,DONE
MV703709,SH103237,1,L-243,L-201,VIN130,D3044,2025-08-06 15:23,2025-08-06 07:42,273.68,DONE
MV703710,SH103238,1,L-220,L-206,VIN113,D3050,2025-10-22 19:16,2025-10-23 10:35,311.07,DONE
MV703711,SH103239,1,L-236,L-202,VIN112,D3041,2026-04-05 11:00,2026-04-05 07:21,129.28,DONE
MV703712,SH103240,1,L-222,L-225,VIN121,D3075,2026-04-23 06:48,2026-04-24 07:02,53.07,DONE
MV703713,SH103241,1,L-201,L-237,VIN162,D3008,2025-01-31 12:53,2025-02-01 15:13,129.15,DONE
MV703714,SH103242,1,L-256,L-210,VIN218,D3053,2026-02-17 19:49,,262.86,ABORTED
MV703715,SH103243,1,L-216,L-230,VIN176,D3048,2025-09-25 14:31,2025-09-25 08:33,89.94,DONE
MV703716,SH103244,1,L-234,L-260,VIN197,D3066,2025-12-20 08:31,2025-12-20 21:51,301.26,DONE
MV703717,SH103245,1,L-206,L-215,VIN121,D3117,2025-03-11 10:01,2025-03-12 10:04,335.73,DONE
MV703718,SH103245,2,L-215,L-206,VIN171,D3022,2025-03-11 09:21,2025-03-12 10:13,399.20,DONE
MV703719,SH103245,3,L-206,L-249,VIN188,D3108,2025-03-12 07:04,2025-03-13 07:57,378.36,DONE
MV703720,SH103246,1,L-231,L-204,VIN138,D3086,2025-09-16 19:54,2025-09-16 06:42,296.54,DONE
MV703721,SH103247,1,L-222,L-257,VIN212,D3070,2025-03-03 21:02,2025-03-04 18:18,391.92,DONE
MV703722,SH103248,1,L-217,L-257,VIN197,D3022,2026-04-25 19:32,2026-04-25 15:36,340.92,DONE
MV703723,SH103249,1,L-224,L-207,VIN189,D3000,2025-10-08 10:40,2025-10-08 07:02,330.06,DONE
MV703724,SH103250,1,L-203,L-204,VIN111,D3056,2025-12-07 15:11,2025-12-08 06:56,340.91,DONE
MV703725,SH103251,1,L-231,L-235,VIN163,D3096,2026-04-17 15:43,2026-04-17 13:20,87.18,DONE
MV703726,SH103252,1,L-241,L-251,VIN208,D3041,2025-10-08 13:09,2025-10-09 11:01,60.37,DONE
MV703727,SH103253,1,L-212,L-250,VIN197,D3002,2026-04-20 17:55,2026-04-21 09:37,135.72,DONE
MV703728,SH103253,2,L-250,L-221,VIN209,D3116,2026-04-21 07:10,2026-04-21 14:04,300.24,DONE
MV703729,SH103254,1,L-217,L-220,VIN182,D3072,2026-02-02 11:07,2026-02-02 21:39,172.98,DONE
MV703730,SH103254,2,L-220,L-212,VIN115,D3080,2026-02-03 06:09,2026-02-03 11:47,261.74,DONE
MV703731,SH103255,1,L-257,L-231,VIN105,D3050,2025-10-08 21:44,2025-10-09 16:04,198.93,DONE
MV703732,SH103255,2,L-231,L-256,VIN188,D3013,2025-10-08 15:02,2025-10-09 12:50,128.80,DONE
MV703733,SH103255,3,L-256,L-254,VIN128,D3034,2025-10-08 18:41,2025-10-08 10:59,309.89,DONE
MV703734,SH103256,1,L-202,L-229,VIN109,D3102,2025-10-18 11:40,2025-10-18 16:21,194.58,DONE
MV703735,SH103257,1,L-201,L-202,VIN110,D3088,2025-07-23 15:04,2025-07-23 20:12,283.54,DONE
MV703736,SH103258,1,L-247,L-250,VIN136,D3009,2025-05-18 08:49,2025-05-18 16:08,167.97,DONE
MV703737,SH103258,2,L-250,L-232,VIN212,D3117,2025-05-18 11:11,2025-05-19 15:34,261.39,DONE
MV703738,SH103259,1,L-257,L-253,VIN163,D3024,2025-12-30 19:41,2025-12-31 19:29,42.40,DONE
MV703739,SH103260,1,L-204,L-228,VIN184,D3027,2025-07-11 11:23,2025-07-11 08:16,119.03,DONE
MV703740,SH103261,1,L-242,L-244,VIN100,D3080,2025-02-21 19:57,2025-02-22 07:54,280.76,DONE
MV703741,SH103262,1,L-235,L-205,VIN120,D3019,2025-11-17 21:25,2025-11-17 11:58,157.27,DONE
MV703742,SH103262,2,L-205,L-230,VIN164,D3094,2025-11-18 09:33,,197.42,PLANNED
MV703743,SH103263,1,L-216,L-245,VIN118,D3103,2026-03-11 09:14,2026-03-11 15:31,285.51,DONE
MV703744,SH103263,2,L-245,L-237,VIN218,D3026,2026-03-12 12:10,2026-03-13 07:52,217.00,DONE
MV703745,SH103264,1,L-222,L-249,VIN176,D3117,2025-03-24 07:02,2025-03-24 14:54,36.95,DONE
MV703746,SH103265,1,L-243,L-226,VIN194,D3092,2026-01-30 14:57,2026-01-30 12:12,97.94,DONE
MV703747,SH103265,2,L-226,L-216,VIN216,D3113,2026-01-31 10:39,2026-01-31 06:08,303.80,DONE
MV703748,SH103266,1,L-227,L-226,VIN136,D3023,2025-08-13 08:30,2025-08-14 06:02,374.26,DONE
MV703749,SH103267,1,L-235,L-230,VIN218,D3069,2025-03-19 16:55,2025-03-19 08:19,281.23,DONE
MV703750,SH103268,1,L-230,L-239,VIN138,D3112,2025-10-25 08:18,2025-10-25 19:03,254.20,DONE
MV703751,SH103269,1,L-212,L-256,VIN173,D3087,2025-07-13 17:44,,46.23,ABORTED
MV703752,SH103271,1,L-249,L-205,VIN179,D3080,2025-06-06 13:36,2025-06-06 06:34,126.40,DONE
MV703753,SH103272,1,L-252,L-220,VIN177,D3083,2025-04-04 08:00,2025-04-04 20:04,202.78,DONE
MV703754,SH103273,1,L-235,L-260,VIN160,D3107,2026-03-22 07:24,2026-03-23 14:48,69.53,DONE
MV703755,SH103273,2,L-260,L-206,VIN116,D3100,2026-03-23 20:57,2026-03-23 17:42,328.65,DONE
MV703756,SH103274,1,L-258,L-252,VIN104,D3010,2025-10-20 08:37,2025-10-20 10:35,266.39,DONE
MV703757,SH103275,1,L-245,L-217,VIN162,D3014,2025-09-30 16:54,2025-09-30 07:30,64.78,DONE
MV703758,SH103278,1,L-240,L-208,VIN126,D3056,2025-07-18 16:25,2025-07-18 14:13,203.60,DONE
MV703759,SH103279,1,L-255,L-210,VIN192,D3112,2025-10-10 18:21,2025-10-10 07:56,372.03,DONE
MV703760,SH103281,1,L-209,L-211,VIN148,D3031,2025-10-22 13:48,2025-10-22 20:00,157.26,DONE
MV703761,SH103281,2,L-211,L-260,VIN129,D3030,2025-10-23 09:37,2025-10-23 15:05,46.55,DONE
MV703762,SH103281,3,L-260,L-247,VIN101,D3022,2025-10-23 20:29,2025-10-23 07:16,298.03,DONE
MV703763,SH103282,1,L-228,L-246,VIN157,D3082,2026-05-11 06:59,2026-05-11 09:50,102.57,DONE
MV703764,SH103283,1,L-258,L-232,VIN213,D3074,2025-01-13 21:46,2025-01-13 06:09,58.44,DONE
MV703765,SH103284,1,L-244,L-206,VIN113,D3087,2025-03-02 15:11,2025-03-02 20:15,170.29,DONE
MV703766,SH103284,2,L-206,L-231,VIN217,D3042,2025-03-02 13:14,2025-03-03 20:43,55.51,DONE
MV703767,SH103285,1,L-256,L-251,VIN163,D3077,2025-05-09 11:28,2025-05-09 08:03,356.28,DONE
MV703768,SH103285,2,L-251,L-218,VIN155,D3089,2025-05-10 19:50,2025-05-10 18:21,118.61,DONE
MV703769,SH103286,1,L-236,L-243,VIN199,D3006,2025-12-21 17:38,2025-12-21 20:32,352.17,DONE
MV703770,SH103287,1,L-224,L-253,VIN118,D3112,2026-04-04 13:58,2026-04-05 11:27,194.75,DONE
MV703771,SH103288,1,L-212,L-256,VIN164,D3096,2025-12-12 12:53,,384.97,ABORTED
MV703772,SH103290,1,L-209,L-203,VIN192,D3017,2026-04-29 10:23,,263.24,PLANNED
MV703773,SH103293,1,L-233,L-216,VIN198,D3087,2026-05-14 18:19,2026-05-15 10:15,273.50,DONE
MV703774,SH103294,1,L-226,L-243,VIN156,D3053,2025-07-06 06:44,2025-07-06 11:39,125.10,DONE
MV703775,SH103296,1,L-259,L-218,VIN143,D3111,2025-07-09 15:18,2025-07-09 12:50,297.24,DONE
MV703776,SH103297,1,L-201,L-230,VIN149,D3043,2025-07-11 07:27,2025-07-11 20:24,64.37,DONE
MV703777,SH103298,1,L-260,L-254,VIN106,D3094,2025-11-07 10:30,2025-11-08 20:04,96.04,DONE
MV703778,SH103299,1,L-217,L-235,VIN170,D3024,2025-08-15 12:58,2025-08-15 21:01,248.57,DONE
MV703779,SH103300,1,L-228,L-205,VIN160,D3079,2025-04-26 18:25,2025-04-26 07:50,95.63,DONE
MV703780,SH103300,2,L-205,L-251,VIN108,D3013,2025-04-27 21:51,2025-04-27 12:33,32.76,DONE
MV703781,SH103301,1,L-230,L-247,VIN141,D3017,2025-06-30 13:18,2025-06-30 20:37,113.10,DONE
MV703782,SH103302,1,L-210,L-211,VIN145,D3088,2025-03-15 08:12,2025-03-16 20:22,194.55,DONE
MV703783,SH103303,1,L-242,L-211,VIN101,D3113,2025-10-07 08:31,2025-10-07 20:48,113.11,DONE
MV703784,SH103305,1,L-260,L-226,VIN198,D3076,2025-12-29 19:03,2025-12-29 08:26,306.43,DONE
MV703785,SH103305,2,L-226,L-239,VIN105,D3095,2025-12-30 14:49,2025-12-30 16:27,201.49,DONE
MV703786,SH103308,1,L-215,L-230,VIN185,D3089,2025-03-22 16:12,2025-03-22 15:49,149.25,DONE
MV703787,SH103308,2,L-230,L-220,VIN163,D3043,2025-03-23 18:09,2025-03-23 09:40,40.44,DONE
MV703788,SH103308,3,L-220,L-260,VIN211,D3101,2025-03-24 08:44,2025-03-24 10:12,406.32,DONE
MV703789,SH103309,1,L-256,L-237,VIN200,D3010,2026-03-24 07:21,2026-03-24 15:46,215.17,DONE
MV703790,SH103310,1,L-240,L-218,VIN111,D3019,2025-09-19 08:33,2025-09-19 15:40,99.28,DONE
MV703791,SH103311,1,L-252,L-235,VIN196,D3016,2025-12-21 17:52,2025-12-21 07:16,355.65,DONE
MV703792,SH103312,1,L-224,L-215,VIN144,D3023,2026-01-18 21:44,2026-01-19 10:49,240.14,DONE
MV703793,SH103313,1,L-241,L-215,VIN101,D3102,2026-03-01 06:53,2026-03-01 11:08,28.60,DONE
MV703794,SH103313,2,L-215,L-207,VIN175,D3033,2026-03-01 09:19,2026-03-02 21:08,388.42,DONE
MV703795,SH103314,1,L-233,L-239,VIN103,D3031,2026-03-14 15:29,2026-03-14 20:08,348.18,DONE
MV703796,SH103315,1,L-217,L-225,VIN180,D3070,2026-05-15 09:56,2026-05-15 10:16,93.11,DONE
MV703797,SH103315,2,L-225,L-212,VIN218,D3002,2026-05-16 18:08,2026-05-16 19:44,240.19,DONE
MV703798,SH103316,1,L-221,L-201,VIN176,D3105,2025-10-09 15:32,2025-10-09 13:25,39.19,DONE
MV703799,SH103316,2,L-201,L-249,VIN180,D3074,2025-10-10 18:55,2025-10-10 08:56,296.93,DONE
MV703800,SH103317,1,L-235,L-237,VIN194,D3100,2025-10-24 17:36,2025-10-24 19:47,259.94,DONE
MV703801,SH103318,1,L-215,L-220,VIN134,D3086,2026-04-18 12:21,2026-04-19 21:17,360.29,DONE
MV703802,SH103318,2,L-220,L-229,VIN175,D3086,2026-04-19 14:17,2026-04-19 11:46,376.83,DONE
MV703803,SH103319,1,L-258,L-232,VIN207,D3119,2025-06-15 14:15,2025-06-15 15:37,38.64,DONE
MV703804,SH103320,1,L-210,L-213,VIN165,D3020,2025-06-10 07:56,2025-06-11 20:21,113.17,DONE
MV703805,SH103321,1,L-235,L-218,VIN127,D3020,2025-09-12 11:06,2025-09-12 11:14,288.61,DONE
MV703806,SH103322,1,L-203,L-232,VIN141,D3003,2025-04-28 06:40,2025-04-29 20:03,46.13,DONE
MV703807,SH103323,1,L-214,L-221,VIN207,D3094,2026-02-07 11:04,2026-02-07 21:33,321.58,DONE
MV703808,SH103324,1,L-207,L-254,VIN152,D3119,2025-02-07 20:32,2025-02-07 17:25,238.37,DONE
MV703809,SH103325,1,L-203,L-239,VIN173,D3113,2026-04-13 08:13,2026-04-14 09:34,39.02,DONE
MV703810,SH103326,1,L-225,L-217,VIN173,D3051,2025-01-29 18:00,2025-01-29 09:35,43.95,DONE
MV703811,SH103327,1,L-238,L-240,VIN108,D3003,2025-05-15 19:02,2025-05-16 11:20,294.95,DONE
MV703812,SH103328,1,L-236,L-242,VIN219,D3037,2025-10-06 17:24,2025-10-06 21:59,356.09,DONE
MV703813,SH103329,1,L-239,L-220,VIN219,D3050,2025-10-29 15:52,2025-10-29 14:34,231.22,DONE
MV703814,SH103329,2,L-220,L-245,VIN114,D3067,2025-10-30 10:47,2025-10-31 15:35,110.64,DONE
MV703815,SH103330,1,L-207,L-226,VIN203,D3036,2025-11-16 11:25,2025-11-17 16:03,350.13,DONE
MV703816,SH103330,2,L-226,L-240,VIN199,D3105,2025-11-17 09:13,2025-11-17 21:54,115.59,DONE
MV703817,SH103331,1,L-222,L-235,VIN153,D3064,2025-07-10 20:59,2025-07-10 16:14,359.29,DONE
MV703818,SH103332,1,L-230,L-248,VIN133,D3001,2025-12-27 16:05,2025-12-28 10:03,211.11,DONE
MV703819,SH103334,1,L-235,L-231,VIN175,D3112,2026-03-04 08:48,2026-03-04 12:08,192.93,DONE
MV703820,SH103335,1,L-254,L-245,VIN104,D3028,2026-03-07 12:17,2026-03-08 13:55,43.99,DONE
MV703821,SH103337,1,L-229,L-244,VIN115,D3009,2025-01-27 08:57,2025-01-27 19:37,140.15,DONE
MV703822,SH103339,1,L-202,L-204,VIN218,D3081,2025-02-02 16:38,2025-02-03 19:25,281.84,DONE
MV703823,SH103340,1,L-214,L-230,VIN119,D3036,2025-04-26 19:57,2025-04-26 10:06,30.39,DONE
MV703824,SH103341,1,L-218,L-259,VIN112,D3034,2025-04-26 17:43,2025-04-26 08:41,338.01,DONE
MV703825,SH103342,1,L-201,L-249,VIN145,D3055,2025-07-08 18:40,2025-07-09 15:58,103.31,DONE
MV703826,SH103343,1,L-239,L-211,VIN197,D3057,2026-02-21 16:35,2026-02-21 21:16,169.75,DONE
MV703827,SH103343,2,L-211,L-253,VIN142,D3090,2026-02-22 10:50,2026-02-23 15:10,288.67,DONE
MV703828,SH103344,1,L-246,L-226,VIN213,D3082,2025-03-05 10:20,2025-03-05 08:45,283.99,DONE
MV703829,SH103346,1,L-225,L-230,VIN155,D3013,2025-09-28 21:08,2025-09-29 16:49,320.25,DONE
MV703830,SH103346,2,L-230,L-232,VIN136,D3052,2025-09-29 14:55,2025-09-30 18:57,180.60,DONE
MV703831,SH103348,1,L-260,L-207,VIN180,D3029,2025-10-16 11:44,,382.15,ABORTED
MV703832,SH103350,1,L-233,L-226,VIN140,D3068,2025-02-13 15:17,2025-02-13 20:32,115.68,DONE
MV703833,SH103351,1,L-244,L-217,VIN191,D3006,2025-10-28 16:41,2025-10-29 15:28,131.55,DONE
MV703834,SH103352,1,L-230,L-249,VIN184,D3112,2026-01-10 14:51,2026-01-11 15:33,251.81,DONE
MV703835,SH103353,1,L-234,L-212,VIN169,D3054,2025-08-29 18:15,,78.10,PLANNED
MV703836,SH103354,1,L-257,L-241,VIN129,D3114,2025-08-19 11:32,2025-08-19 10:38,196.82,DONE
MV703837,SH103354,2,L-241,L-251,VIN182,D3099,2025-08-20 12:54,2025-08-21 21:16,169.27,DONE
MV703838,SH103355,1,L-253,L-225,VIN215,D3086,2025-07-20 10:25,2025-07-21 09:31,385.45,DONE
MV703839,SH103357,1,L-239,L-226,VIN183,D3050,2025-03-25 13:06,,317.17,ABORTED
MV703840,SH103358,1,L-235,L-205,VIN194,D3020,2025-10-02 19:54,2025-10-02 06:26,279.56,DONE
MV703841,SH103359,1,L-238,L-231,VIN124,D3098,2025-08-12 19:29,2025-08-12 15:58,173.17,DONE
MV703842,SH103360,1,L-248,L-206,VIN161,D3059,2025-01-10 11:26,2025-01-11 13:16,245.36,DONE
MV703843,SH103361,1,L-217,L-255,VIN187,D3093,2025-08-27 10:14,2025-08-28 10:53,311.40,DONE
MV703844,SH103362,1,L-224,L-203,VIN102,D3105,2025-05-11 19:32,2025-05-11 17:59,39.47,DONE
MV703845,SH103363,1,L-206,L-250,VIN194,D3102,2026-04-02 14:38,2026-04-03 10:37,389.77,DONE
MV703846,SH103364,1,L-224,L-231,VIN138,D3115,2025-12-16 07:00,2025-12-16 07:30,144.00,DONE
MV703847,SH103364,2,L-231,L-213,VIN132,D3093,2025-12-16 17:09,2025-12-16 21:30,172.20,DONE
MV703848,SH103365,1,L-205,L-204,VIN200,D3041,2025-02-26 17:31,,360.86,ABORTED
