Id,Date,cust_ref,svc,carrier_cd,orig,dest,START,END,wgt,wgt_uom,pieces,Amount,ccy,Status
SH103059,2025-04-22,P-1203,SVC3,DNUB,L-202,L-222,2025-04-25 08:03,2025-04-27 14:22,1315.2,KG,20,578.55,GBP,DELIVERED
SH103060,2025-05-05,P-1130,SVC2,EGRT,L-235,L-216,2025-05-06 06:38,2025-05-07 11:06,375.1,KG,15,291.74,EUR,DELIVERED
SH103061,2025-06-28,P-1227,SVC1,ARRW,L-219,L-213,2025-06-29 07:52,2025-06-30 08:53,401.5,LB,11,146.04,GBP,DELIVERED
SH103062,2025-12-06,P-1044,SVC3,CDRX,L-242,L-253,2025-12-06 17:01,2025-12-10 09:40,20.6,LB,17,29.21,GBP,DELIVERED
SH103063,2025-02-10,P-1100,SVC4,ARRW,L-252,L-205,2025-02-11 21:37,2025-02-18 14:33,792.8,KG,25,360.95,GBP,DELIVERED
SH103064,2026-03-10,P-1143,SVC1,BLTC,L-255,L-206,2026-03-12 18:20,2026-03-13 06:43,157.8,KG,11,134.77,GBP,DELIVERED
SH103065,2025-09-28,P-1116,SVC3,CDRX,L-249,L-245,2025-09-29 15:54,2025-09-30 20:44,124.6,KG,7,78.26,GBP,DELIVERED
SH103066,2025-12-22,P-1153,SVC2,EGRT,L-201,L-238,,,422.4,LB,20,152.69,GBP,CANCELLED
SH103067,2025-05-09,P-1209,SVC3,GRYP,L-249,L-202,2025-05-09 13:52,2025-05-10 06:17,193.4,LB,14,60.30,GBP,DELIVERED
SH103068,2026-01-20,P-1013,SVC4,DNUB,L-202,L-224,2026-01-22 11:24,2026-01-25 14:27,864.7,KG,11,398.46,GBP,DELIVERED
SH103069,2026-02-26,P-1153,SVC4,DNUB,L-230,L-232,2026-03-01 10:02,2026-03-06 12:19,50.5,KG,12,62.64,GBP,DELIVERED
SH103070,2025-12-20,P-1200,SVC2,CDRX,L-244,L-202,2025-12-22 18:49,2025-12-24 17:00,997.3,KG,17,689.96,GBP,DELIVERED
SH103071,2025-03-18,P-1055,SVC4,GRYP,L-243,L-248,2025-03-19 17:28,2025-03-27 13:19,217.3,LB,10,56.39,GBP,DELIVERED
SH103072,2025-12-23,P-1183,SVC3,DNUB,L-214,L-204,2025-12-23 18:25,2026-01-01 14:24,645.2,LB,4,148.43,GBP,DELIVERED
SH103073,2026-03-22,P-1185,SVC6,ARRW,L-242,L-218,,,936.4,KG,16,412.24,GBP,BOOKED
SH103074,2025-04-22,P-1111,SVC1,CDRX,L-241,L-225,2025-04-23 15:23,2025-04-24 11:47,1358.1,KG,12,947.92,GBP,DELIVERED
SH103075,2025-07-18,P-1117,SVC6,GRYP,L-259,L-231,,,1367.0,KG,21,607.59,GBP,BOOKED
SH103076,2026-01-14,P-1098,SVC3,EGRT,L-222,L-250,2026-01-16 10:45,2026-01-24 15:29,1016.9,LB,26,214.29,GBP,DELIVERED
SH103077,2025-12-02,P-1052,SVC2,GRYP,L-207,L-206,2025-12-02 18:36,2025-12-03 20:20,521.6,KG,25,376.31,EUR,DELIVERED
SH103078,2025-10-04,P-1193,SVC5,GRYP,L-237,L-253,2025-10-04 21:36,,542.1,LB,1,125.55,EUR,IN_TRANSIT
SH103079,2025-05-05,P-1193,SVC1,GRYP,L-260,L-234,2025-05-07 19:28,2025-05-08 10:14,1051.5,KG,12,733.85,GBP,DELIVERED
SH103080,2025-02-23,P-1212,SVC4,DNUB,L-260,L-231,2025-02-24 12:31,2025-02-25 11:44,398.8,KG,26,206.60,GBP,DELIVERED
SH103081,2025-02-08,P-1182,SVC2,CDRX,L-251,L-254,2025-02-11 11:58,2025-02-13 18:33,876.6,LB,19,303.78,EUR,DELIVERED
SH103082,2026-01-17,P-1029,SVC3,FNCH,L-246,L-202,2026-01-17 21:54,2026-01-18 06:56,1013.1,KG,26,453.19,GBP,DELIVERED
SH103083,2026-05-04,P-1102,SVC3,FNCH,L-239,L-249,2026-05-07 12:28,2026-05-16 21:07,756.4,KG,9,357.15,GBP,DELIVERED
SH103084,2025-12-20,P-1152,SVC6,CDRX,L-218,L-212,2025-12-20 17:07,2025-12-22 19:28,525.8,LB,11,140.40,GBP,DELIVERED
SH103085,2025-07-06,P-1016,SVC1,DNUB,L-236,L-219,2025-07-06 17:46,2025-07-07 08:38,154.3,LB,7,73.43,GBP,DELIVERED
SH103086,2025-06-21,P-1200,SVC2,DNUB,L-222,L-253,2025-06-24 13:58,2025-06-25 10:31,136.7,KG,10,116.48,GBP,DELIVERED
SH103087,2026-03-19,P-1101,SVC5,BLTC,L-209,L-203,2026-03-21 20:46,2026-03-22 12:19,1240.9,KG,10,534.61,GBP,DELIVERED
SH103088,2025-09-12,P-1149,SVC3,DNUB,L-239,L-227,2025-09-12 18:47,2025-09-15 09:43,121.8,KG,21,68.10,GBP,DELIVERED
SH103089,2025-10-07,P-1049,SVC4,DNUB,L-254,L-233,2025-10-07 08:25,2025-10-17 07:30,1343.2,KG,12,589.65,GBP,DELIVERED
SH103090,2025-07-16,P-1038,SVC5,GRYP,L-259,L-211,2025-07-19 07:53,2025-07-23 13:09,1296.9,KG,14,563.88,GBP,DELIVERED
SH103091,2026-01-09,P-1049,SVC3,DNUB,L-248,L-243,2026-01-11 13:17,2026-01-15 09:11,278.0,KG,15,149.51,GBP,DELIVERED
SH103092,2025-12-26,P-1185,SVC4,BLTC,L-233,L-238,,,113.4,KG,20,66.31,EUR,BOOKED
SH103093,2025-08-14,P-1187,SVC5,BLTC,L-246,L-225,2025-08-16 20:23,2025-08-19 17:30,1059.8,LB,26,233.86,EUR,DELIVERED
SH103094,2025-10-25,P-1053,SVC2,BLTC,L-230,L-234,2025-10-26 13:30,2025-11-02 15:09,647.9,LB,17,233.01,EUR,DELIVERED
SH103095,2025-05-16,P-1215,SVC3,CDRX,L-212,L-259,,,770.6,LB,23,186.86,GBP,BOOKED
SH103096,2026-05-09,P-1072,SVC3,EGRT,L-225,L-250,2026-05-11 21:36,2026-05-14 09:19,579.4,KG,2,280.31,GBP,DELIVERED
SH103097,2025-10-10,P-1015,SVC6,EGRT,L-228,L-208,2025-10-13 08:10,2025-10-16 10:20,1212.7,KG,18,544.51,GBP,DELIVERED
SH103098,2026-02-13,P-1124,SVC3,GRYP,L-249,L-252,2026-02-15 07:40,2026-02-18 12:27,55.7,KG,25,46.25,EUR,DELIVERED
SH103099,2026-02-03,P-1023,SVC4,GRYP,L-219,L-225,2026-02-05 20:16,2026-02-14 18:20,457.8,KG,5,213.79,GBP,DELIVERED
SH103100,2025-10-30,P-1060,SVC3,EGRT,L-201,L-256,2025-10-31 12:51,2025-11-04 19:44,338.7,LB,11,99.54,GBP,DELIVERED
SH103101,2025-05-05,P-1073,SVC2,GRYP,L-215,L-257,2025-05-08 08:08,2025-05-10 11:46,231.5,KG,15,177.00,GBP,DELIVERED
SH103102,2026-02-15,P-1115,SVC4,GRYP,L-202,L-224,2026-02-18 09:26,2026-02-24 08:51,275.3,KG,9,154.96,GBP,DELIVERED
SH103103,2026-05-10,P-1194,SVC5,EGRT,L-250,L-220,2026-05-11 07:20,2026-05-14 12:22,1137.1,LB,26,241.83,GBP,DELIVERED
SH103104,2026-02-16,P-1139,SVC1,GRYP,L-248,L-227,2026-02-19 12:22,,431.1,KG,13,322.73,GBP,IN_TRANSIT
SH103105,2025-08-26,P-1166,SVC1,CDRX,L-233,L-226,2025-08-27 08:25,2025-08-28 12:09,1228.5,KG,20,849.22,GBP,DELIVERED
SH103106,2025-01-02,P-1012,SVC5,ARRW,L-226,L-254,2025-01-04 08:46,2025-01-05 17:17,86.3,KG,14,69.56,GBP,DELIVERED
SH103107,2025-08-26,P-1050,SVC3,BLTC,L-203,L-254,2025-08-26 17:44,2025-09-04 13:46,1283.9,KG,12,572.10,GBP,DELIVERED
SH103108,2025-12-29,P-1215,SVC2,FNCH,L-243,L-244,2025-12-30 15:22,2026-01-01 14:44,568.2,KG,13,419.40,GBP,DELIVERED
SH103109,2025-04-21,P-1035,SVC6,EGRT,L-254,L-207,2025-04-21 19:27,2025-04-24 14:30,1309.1,KG,16,591.86,GBP,DELIVERED
SH103110,2025-07-19,P-1236,SVC2,EGRT,L-208,L-246,,,1377.5,KG,5,964.51,GBP,CANCELLED
SH103111,2025-01-29,P-1072,SVC2,EGRT,L-206,L-229,2025-02-01 19:21,2025-02-03 13:01,221.1,KG,10,163.69,GBP,DELIVERED
SH103112,2026-03-01,P-1015,SVC6,ARRW,L-220,L-245,2026-03-04 14:19,2026-03-07 14:23,647.9,KG,17,309.35,GBP,DELIVERED
SH103113,2025-02-16,P-1185,SVC1,ARRW,L-238,L-218,2025-02-19 19:32,2025-02-20 15:23,234.1,KG,12,192.34,GBP,DELIVERED
SH103114,2025-01-12,P-1223,SVC4,DNUB,L-210,L-250,,,501.8,KG,3,252.93,GBP,CANCELLED
SH103115,2025-10-21,P-1146,SVC2,ARRW,L-206,L-235,2025-10-22 20:48,2025-10-24 10:19,1295.5,KG,20,884.36,GBP,DELIVERED
SH103116,2025-05-09,P-1045,SVC3,FNCH,L-245,L-231,2025-05-11 20:02,2025-05-12 06:08,839.1,LB,5,187.93,GBP,DELIVERED
SH103117,2026-05-04,P-1105,SVC3,EGRT,L-232,L-215,2026-05-07 20:36,2026-05-10 07:25,471.2,KG,23,224.25,GBP,DELIVERED
SH103118,2025-08-10,P-1130,SVC2,EGRT,L-259,L-221,2025-08-13 08:51,2025-08-15 08:24,148.2,KG,24,135.52,GBP,DELIVERED
SH103119,2026-01-17,P-1011,SVC3,EGRT,L-249,L-247,2026-01-19 07:05,2026-01-20 10:50,483.2,KG,11,226.70,GBP,DELIVERED
SH103120,2026-03-05,P-1134,SVC6,FNCH,L-217,L-253,2026-03-07 18:44,2026-03-08 10:53,991.9,KG,5,446.57,GBP,DELIVERED
SH103121,2025-09-29,P-1147,SVC5,CDRX,L-239,L-255,2025-09-30 20:25,2025-10-02 10:38,1157.9,KG,10,509.33,EUR,DELIVERED
SH103122,2025-05-14,P-1126,SVC4,EGRT,L-233,L-201,2025-05-17 07:01,2025-05-20 07:47,964.4,KG,9,439.84,GBP,DELIVERED
SH103123,2026-01-06,P-1003,SVC5,DNUB,L-229,L-204,2026-01-07 18:19,2026-01-17 20:20,1302.2,KG,14,571.52,GBP,DELIVERED
SH103124,2026-04-11,P-1106,SVC2,CDRX,L-228,L-255,2026-04-11 16:20,2026-04-13 11:03,1285.7,KG,18,900.78,GBP,DELIVERED
SH103125,2025-05-19,P-1101,SVC1,GRYP,L-218,L-205,2025-05-22 08:08,2025-05-23 06:27,97.8,KG,12,94.99,GBP,DELIVERED
SH103126,2025-06-12,P-1228,SVC3,DNUB,L-220,L-226,2025-06-15 12:03,2025-06-19 19:40,908.1,KG,23,399.72,GBP,DELIVERED
SH103127,2025-11-23,P-1163,SVC2,GRYP,L-226,L-242,2025-11-26 17:27,2025-11-27 13:41,116.4,KG,12,117.70,GBP,DELIVERED
SH103128,2025-07-18,P-1236,SVC3,FNCH,L-235,L-203,2025-07-19 17:26,2025-07-22 15:48,227.8,KG,4,125.84,GBP,DELIVERED
SH103129,2026-01-21,P-1036,SVC5,DNUB,L-237,L-207,2026-01-22 08:51,2026-01-27 13:35,768.3,KG,18,350.29,GBP,DELIVERED
SH103130,2026-04-23,P-1230,SVC3,EGRT,L-231,L-204,2026-04-26 10:17,2026-04-27 12:15,5.7,KG,8,30.09,GBP,DELIVERED
SH103131,2025-03-24,P-1138,SVC2,EGRT,L-203,L-258,2025-03-26 12:34,2025-03-27 15:39,760.6,KG,13,550.92,EUR,DELIVERED
SH103132,2025-03-03,P-1238,SVC1,ARRW,L-247,L-208,2025-03-04 13:53,2025-03-05 10:26,152.0,KG,1,127.87,GBP,DELIVERED
SH103133,2025-07-13,P-1108,SVC3,FNCH,L-240,L-216,2025-07-15 11:24,2025-07-18 17:28,1084.0,KG,26,476.80,GBP,DELIVERED
SH103134,2026-02-25,P-1151,SVC3,CDRX,L-240,L-231,2026-02-28 20:20,2026-03-04 14:55,225.1,LB,24,70.86,EUR,DELIVERED
SH103135,2025-12-01,P-1028,SVC2,CDRX,L-245,L-215,2025-12-02 18:28,2025-12-03 18:59,803.2,KG,16,561.58,GBP,DELIVERED
SH103136,2025-09-07,P-1021,SVC2,CDRX,L-207,L-248,2025-09-08 17:32,2025-09-09 21:56,336.0,KG,4,247.66,EUR,DELIVERED
SH103137,2025-04-14,P-1011,SVC1,ARRW,L-209,L-216,2025-04-15 14:44,2025-04-16 17:21,230.6,LB,25,88.13,GBP,DELIVERED
SH103138,2025-11-07,P-1113,SVC2,DNUB,L-217,L-243,2025-11-09 10:54,2025-11-11 17:08,1281.0,KG,13,882.57,GBP,DELIVERED
SH103139,2025-01-19,P-1066,SVC4,GRYP,L-225,L-260,2025-01-21 14:36,2025-01-30 15:30,1336.5,LB,14,272.82,GBP,DELIVERED
SH103140,2025-02-10,P-1141,SVC5,FNCH,L-226,L-235,2025-02-12 18:28,2025-02-17 09:19,328.5,KG,14,176.62,GBP,DELIVERED
SH103141,2025-09-20,P-1136,SVC3,DNUB,L-206,L-237,2025-09-20 09:02,2025-09-24 07:37,828.2,KG,10,383.90,GBP,DELIVERED
SH103142,2025-11-17,P-1056,SVC2,ARRW,L-206,L-201,2025-11-17 13:05,2025-11-18 17:42,610.0,LB,4,213.91,GBP,DELIVERED
SH103143,2025-02-19,P-1106,SVC3,GRYP,L-219,L-201,2025-02-21 17:01,2025-02-24 20:31,1005.3,KG,23,444.95,GBP,DELIVERED
SH103144,2025-09-29,P-1049,SVC1,GRYP,L-201,L-205,2025-09-30 11:16,,1207.8,KG,10,844.18,GBP,IN_TRANSIT
SH103145,2025-04-22,P-1108,SVC5,EGRT,L-251,L-254,2025-04-25 17:27,2025-04-30 15:23,216.4,KG,6,120.43,GBP,DELIVERED
SH103146,2025-09-02,P-1016,SVC3,EGRT,L-231,L-258,2025-09-05 08:54,2025-09-08 13:01,144.2,KG,15,80.87,GBP,DELIVERED
SH103147,2026-01-16,P-1023,SVC4,BLTC,L-221,L-256,2026-01-18 13:30,2026-01-28 18:07,388.3,KG,25,197.03,GBP,DELIVERED
SH103148,2026-03-09,P-1154,SVC1,FNCH,L-248,L-254,2026-03-09 06:17,2026-03-15 06:57,1006.7,LB,5,339.01,GBP,DELIVERED
SH103149,2026-04-24,P-1022,SVC5,GRYP,L-214,L-221,2026-04-27 20:19,2026-05-04 21:33,607.0,KG,21,296.17,GBP,DELIVERED
SH103150,2026-01-05,P-1129,SVC4,FNCH,L-257,L-204,2026-01-07 15:24,2026-01-09 13:34,154.6,KG,22,86.03,GBP,DELIVERED
SH103151,2025-12-02,P-1003,SVC3,BLTC,L-235,L-220,2025-12-02 17:57,2025-12-06 08:16,1092.6,KG,19,495.18,GBP,DELIVERED
SH103152,2025-03-12,P-1177,SVC3,GRYP,L-205,L-242,2025-03-12 19:02,2025-03-15 15:41,970.6,KG,1,437.37,GBP,DELIVERED
SH103153,2025-11-25,P-1188,SVC3,ARRW,L-260,L-224,2025-11-26 13:12,2025-11-28 12:28,1265.9,LB,6,270.55,GBP,DELIVERED
SH103154,2025-10-16,P-1142,SVC2,ARRW,L-220,L-206,2025-10-18 17:39,2025-10-20 21:45,668.7,KG,20,480.19,GBP,DELIVERED
SH103155,2025-04-29,P-1226,SVC3,EGRT,L-249,L-211,2025-04-29 20:00,,709.3,KG,20,334.75,GBP,IN_TRANSIT
SH103156,2025-07-20,P-1124,SVC4,BLTC,L-215,L-231,2025-07-22 17:31,2025-07-27 08:16,565.6,LB,5,143.85,GBP,DELIVERED
SH103157,2025-04-18,P-1123,SVC3,FNCH,L-222,L-239,2025-04-21 06:00,2025-04-22 21:06,1078.6,KG,10,492.67,GBP,DELIVERED
SH103158,2025-07-11,P-1038,SVC4,BLTC,L-214,L-258,2025-07-14 19:53,2025-07-15 13:04,358.9,KG,14,187.45,GBP,DELIVERED
SH103159,2025-06-22,P-1237,SVC2,BLTC,L-238,L-206,2025-06-25 15:44,2025-06-26 08:39,121.6,LB,17,73.66,GBP,DELIVERED
SH103160,2025-11-19,P-1016,SVC2,DNUB,L-214,L-253,2025-11-20 19:05,2025-11-21 15:42,606.8,KG,16,444.44,GBP,DELIVERED
SH103161,2025-06-08,P-1214,SVC2,DNUB,L-235,L-212,2025-06-10 21:30,2025-06-11 16:01,741.6,KG,10,530.46,EUR,DELIVERED
SH103162,2025-05-01,P-1136,SVC3,EGRT,L-259,L-234,2025-05-01 13:47,2025-05-05 15:03,1187.3,LB,10,254.42,GBP,DELIVERED
SH103163,2025-10-08,P-1216,SVC4,BLTC,L-245,L-256,2025-10-08 15:52,2025-10-11 12:43,1372.5,KG,18,590.62,GBP,DELIVERED
SH103164,2025-01-21,P-1052,SVC2,GRYP,L-252,L-233,,,1383.8,KG,25,950.01,GBP,BOOKED
SH103165,2025-06-08,P-1165,SVC2,BLTC,L-227,L-228,2025-06-08 13:01,2025-06-10 15:16,1244.0,KG,14,860.92,GBP,DELIVERED
SH103166,2026-02-23,P-1028,SVC6,FNCH,L-246,L-252,2026-02-26 19:32,2026-02-28 17:32,512.1,KG,14,238.20,GBP,DELIVERED
SH103167,2025-01-21,P-1088,SVC6,CDRX,L-233,L-248,2025-01-22 13:44,2025-01-25 20:59,1021.4,KG,18,469.10,GBP,DELIVERED
SH103168,2025-07-04,P-1037,SVC3,EGRT,L-251,L-244,2025-07-07 08:31,2025-07-10 21:41,558.3,KG,7,250.90,GBP,DELIVERED
SH103169,2025-03-10,P-1092,SVC2,GRYP,L-247,L-248,2025-03-11 12:21,2025-03-12 21:38,488.2,KG,22,361.48,GBP,DELIVERED
SH103170,2025-08-12,P-1133,SVC2,BLTC,L-209,L-257,2025-08-15 13:31,2025-08-22 21:35,466.7,KG,18,342.34,GBP,DELIVERED
SH103171,2025-12-15,P-1043,SVC4,EGRT,L-209,L-241,2025-12-18 07:18,2025-12-23 20:16,217.5,KG,1,125.25,GBP,DELIVERED
SH103172,2026-01-31,P-1057,SVC3,EGRT,L-245,L-259,2026-01-31 09:41,2026-02-04 20:12,768.0,KG,4,355.08,GBP,DELIVERED
SH103173,2025-01-20,P-1199,SVC3,DNUB,L-204,L-253,2025-01-23 15:39,2025-01-26 08:16,1105.4,KG,25,491.43,GBP,DELIVERED
SH103174,2026-04-22,P-1042,SVC5,BLTC,L-226,L-247,2026-04-24 17:07,2026-05-04 12:55,135.1,LB,20,57.11,GBP,DELIVERED
SH103175,2025-03-05,P-1055,SVC2,DNUB,L-205,L-248,2025-03-05 06:22,2025-03-10 17:10,318.6,KG,21,246.11,GBP,DELIVERED
SH103176,2025-10-20,P-1187,SVC4,DNUB,L-259,L-209,2025-10-22 15:45,2025-10-30 12:34,529.1,KG,2,264.13,GBP,DELIVERED
SH103177,2026-04-07,P-1215,SVC1,EGRT,L-254,L-214,2026-04-10 18:17,2026-04-11 07:07,1157.0,KG,10,798.50,GBP,DELIVERED
SH103178,2026-01-01,P-1021,SVC2,GRYP,L-235,L-233,2026-01-02 18:38,2026-01-04 08:57,1147.2,KG,4,787.12,GBP,DELIVERED
SH103179,2025-11-21,P-1017,SVC2,ARRW,L-219,L-244,2025-11-22 19:56,2025-11-23 19:58,651.4,LB,18,232.11,GBP,DELIVERED
SH103180,2025-03-07,P-1188,SVC3,CDRX,L-253,L-221,2025-03-07 09:55,2025-03-10 07:49,720.3,KG,8,336.59,EUR,DELIVERED
SH103181,2025-02-17,P-1119,SVC4,BLTC,L-217,L-219,2025-02-19 12:08,2025-02-23 18:15,731.3,KG,3,322.50,GBP,DELIVERED
SH103182,2025-04-19,P-1131,SVC4,BLTC,L-250,L-260,2025-04-21 08:18,2025-04-25 19:21,1271.3,LB,16,265.75,EUR,DELIVERED
SH103183,2025-04-27,P-1228,SVC2,BLTC,L-253,L-245,2025-04-27 13:46,2025-04-29 10:16,1000.0,LB,17,331.80,GBP,DELIVERED
SH103184,2025-11-25,P-1220,SVC2,ARRW,L-224,L-231,2025-11-26 15:41,2025-12-01 17:23,1103.4,KG,9,772.22,GBP,DELIVERED
SH103185,2025-11-10,P-1037,SVC4,BLTC,L-250,L-248,2025-11-11 21:39,2025-11-13 19:38,20.3,KG,16,25.71,GBP,DELIVERED
SH103186,2026-01-09,P-1168,SVC2,DNUB,L-222,L-250,2026-01-11 14:32,2026-01-12 20:32,623.0,LB,15,222.18,GBP,DELIVERED
SH103187,2025-06-24,P-1152,SVC5,FNCH,L-241,L-230,,,1150.7,KG,17,510.81,GBP,CANCELLED
SH103188,2026-03-07,P-1047,SVC1,BLTC,L-250,L-253,2026-03-07 21:28,2026-03-09 15:53,815.8,KG,4,590.44,GBP,DELIVERED
SH103189,2025-12-25,P-1149,SVC5,CDRX,L-211,L-230,2025-12-28 06:57,2026-01-01 17:24,980.6,LB,20,229.12,GBP,DELIVERED
SH103190,2026-04-18,P-1114,SVC3,CDRX,L-217,L-241,,,1364.8,KG,20,593.17,GBP,BOOKED
SH103191,2026-01-27,P-1230,SVC6,CDRX,L-246,L-201,2026-01-30 13:53,2026-01-31 13:05,761.6,KG,12,342.46,GBP,DELIVERED
SH103192,2025-06-18,P-1008,SVC5,CDRX,L-206,L-208,2025-06-20 08:09,2025-06-21 21:00,137.6,KG,3,76.42,GBP,DELIVERED
SH103193,2026-01-18,P-1052,SVC3,FNCH,L-231,L-221,2026-01-21 14:15,2026-01-22 19:51,550.3,KG,9,258.23,GBP,DELIVERED
SH103194,2025-12-09,P-1153,SVC6,CDRX,L-238,L-260,2025-12-10 07:29,2025-12-11 16:36,960.7,KG,18,441.32,GBP,DELIVERED
SH103195,2025-06-09,P-1110,SVC3,ARRW,L-202,L-236,2025-06-12 13:37,,86.4,KG,10,54.88,GBP,IN_TRANSIT
SH103196,2025-05-04,P-1221,SVC3,ARRW,L-206,L-245,2025-05-07 17:06,2025-05-14 17:40,159.3,KG,5,92.13,GBP,DELIVERED
SH103197,2025-09-04,P-1023,SVC4,FNCH,L-203,L-202,2025-09-07 12:40,2025-09-16 21:43,164.5,KG,25,109.10,GBP,DELIVERED
SH103198,2025-09-19,P-1061,SVC3,FNCH,L-212,L-224,2025-09-22 14:38,2025-09-23 06:43,460.0,LB,26,126.10,EUR,DELIVERED
SH103199,2025-03-10,P-1222,SVC3,CDRX,L-245,L-253,2025-03-12 19:27,2025-03-13 10:35,399.5,LB,26,101.33,GBP,DELIVERED
SH103200,2026-02-09,P-1167,SVC3,FNCH,L-247,L-205,2026-02-12 10:31,2026-02-15 08:35,100.6,KG,11,84.64,GBP,DELIVERED
SH103201,2026-01-23,P-1166,SVC3,ARRW,L-228,L-257,2026-01-25 07:30,2026-01-26 13:58,856.9,KG,20,389.42,GBP,DELIVERED
SH103202,2025-04-23,P-1200,SVC1,BLTC,L-260,L-216,2025-04-24 14:59,2025-04-25 16:24,761.6,KG,9,551.85,GBP,DELIVERED
SH103203,2025-12-23,P-1046,SVC3,GRYP,L-254,L-201,2025-12-26 07:28,2025-12-28 13:31,1381.4,LB,22,302.18,GBP,DELIVERED
SH103204,2026-01-10,P-1066,SVC5,DNUB,L-202,L-250,2026-01-10 16:43,2026-01-12 18:59,1115.9,LB,7,235.83,GBP,DELIVERED
SH103205,2026-02-25,P-1059,SVC1,EGRT,L-238,L-228,2026-02-26 10:35,2026-02-27 20:17,667.2,KG,5,485.87,GBP,DELIVERED
SH103206,2025-11-17,P-1237,SVC3,ARRW,L-201,L-243,2025-11-20 16:05,2025-11-23 20:31,541.0,KG,20,265.34,EUR,DELIVERED
SH103207,2025-08-10,P-1005,SVC2,BLTC,L-255,L-254,2025-08-13 12:54,,726.0,KG,16,504.99,GBP,IN_TRANSIT
SH103208,2026-02-03,P-1092,SVC3,GRYP,L-222,L-239,2026-02-03 06:51,2026-02-04 12:15,230.9,KG,15,127.34,GBP,DELIVERED
SH103209,2025-10-19,P-1002,SVC2,FNCH,L-212,L-246,,,50.2,KG,1,60.80,GBP,BOOKED
SH103210,2026-01-30,P-1232,SVC3,DNUB,L-207,L-236,2026-01-31 18:05,,281.3,KG,2,160.50,GBP,IN_TRANSIT
SH103211,2025-05-18,P-1091,SVC1,FNCH,L-212,L-207,2025-05-18 07:37,2025-05-19 19:07,951.7,KG,12,674.20,GBP,DELIVERED
SH103212,2025-12-08,P-1207,SVC2,EGRT,L-242,L-216,2025-12-09 06:49,2025-12-11 13:36,292.2,KG,21,212.78,GBP,DELIVERED
SH103213,2026-01-25,P-1236,SVC4,DNUB,L-238,L-203,2026-01-27 06:29,2026-01-30 20:06,316.7,KG,12,155.37,GBP,DELIVERED
SH103214,2026-05-02,P-1084,SVC3,BLTC,L-214,L-235,2026-05-05 15:51,2026-05-07 13:45,436.3,LB,8,114.57,GBP,DELIVERED
SH103215,2025-06-14,P-1130,SVC3,BLTC,L-202,L-217,2025-06-15 15:02,2025-06-16 20:45,341.6,KG,22,170.88,GBP,DELIVERED
SH103216,2025-10-03,P-1114,SVC2,DNUB,L-222,L-217,2025-10-03 15:28,2025-10-04 20:51,464.7,LB,9,154.35,GBP,DELIVERED
SH103217,2026-03-27,P-1172,SVC3,ARRW,L-222,L-209,2026-03-29 13:52,,626.2,LB,12,133.76,GBP,IN_TRANSIT
SH103218,2025-06-05,P-1069,SVC6,CDRX,L-249,L-227,2025-06-07 18:31,2025-06-08 18:01,1193.6,LB,24,247.03,GBP,DELIVERED
SH103219,2025-03-30,P-1092,SVC3,BLTC,L-260,L-203,2025-04-01 14:34,2025-04-04 06:30,230.3,LB,26,80.08,GBP,DELIVERED
SH103220,2025-12-03,P-1012,SVC4,CDRX,L-204,L-245,2025-12-04 08:42,2025-12-09 20:36,727.2,KG,6,339.00,EUR,DELIVERED
SH103221,2025-08-16,P-1217,SVC6,ARRW,L-245,L-205,2025-08-17 09:13,2025-08-19 18:05,810.7,LB,21,188.22,GBP,DELIVERED
SH103222,2026-01-12,P-1203,SVC3,FNCH,L-209,L-240,2026-01-15 19:08,2026-01-18 09:23,968.6,KG,16,423.30,GBP,DELIVERED
SH103223,2025-04-06,P-1214,SVC4,GRYP,L-206,L-233,2025-04-06 10:20,2025-04-09 15:27,575.3,LB,20,150.65,EUR,DELIVERED
SH103224,2026-04-30,P-1160,SVC3,ARRW,L-230,L-205,2026-05-01 09:49,2026-05-05 19:18,528.4,LB,6,142.14,EUR,DELIVERED
SH103225,2025-01-24,P-1093,SVC5,GRYP,L-234,L-229,2025-01-24 14:28,2025-01-27 17:39,999.3,LB,10,208.37,GBP,DELIVERED
SH103226,2025-01-15,P-1232,SVC3,BLTC,L-247,L-252,2025-01-18 19:22,2025-01-22 07:40,907.9,KG,17,394.41,GBP,DELIVERED
SH103227,2025-05-14,P-1067,SVC2,FNCH,L-252,L-210,2025-05-16 08:09,2025-05-18 18:25,781.2,KG,18,567.65,GBP,DELIVERED
SH103228,2025-06-29,P-1152,SVC2,BLTC,L-233,L-249,2025-06-29 07:21,2025-07-01 14:54,804.5,KG,2,567.87,GBP,DELIVERED
SH103229,2025-05-19,P-1143,SVC5,CDRX,L-224,L-227,2025-05-21 06:54,2025-05-22 07:21,93.8,LB,22,43.53,GBP,DELIVERED
SH103230,2025-02-09,P-1079,SVC1,BLTC,L-222,L-206,,,1236.5,LB,25,410.19,GBP,BOOKED
SH103231,2026-03-11,P-1088,SVC3,CDRX,L-209,L-256,2026-03-11 12:25,2026-03-13 17:42,1290.4,KG,19,583.16,GBP,DELIVERED
SH103232,2025-12-30,P-1179,SVC3,CDRX,L-201,L-250,2026-01-02 13:06,2026-01-04 14:49,548.4,KG,10,249.55,EUR,DELIVERED
SH103233,2025-06-16,P-1045,SVC3,FNCH,L-218,L-226,,,632.9,KG,1,302.09,GBP,CANCELLED
